"ID_DOMINATION","CD_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","CLUB_DOMINANT","DEBUT_DOMINATION","FIN_DOMINATION","SCORE_DOM_AV","SCORE_EXT_AV","SCORE_DOM_AP","SCORE_EXT_AP","ACTION_CREATRICE","NB_TIR_DOM","NB_TIR_EXT","NB_ARRET_DOM","NB_ARRET_EXT","NB_ACTION_DEF","NB_TIR_DIFF","ECART_AV","ECART_AP","ECART_CREE","DUREE"
"FR-1-H_32_32_5716_1","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",04:56:00,08:28:00,2,3,5,3,NA,4,0,2,0,3,0,-1,2,3,12720
"FR-1-H_32_32_5716_10","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",44:33:00,49:57:00,24,18,27,18,NA,4,0,2,1,12,0,6,9,3,19440
"FR-1-H_32_32_5716_11","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_FTHB_31000",50:06:00,52:54:00,27,18,27,21,NA,0,3,0,0,3,1,-9,-6,3,10080
"FR-1-H_32_32_5716_12","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_FTHB_31000",53:09:00,58:04:00,28,21,28,25,NA,1,4,0,0,8,0,-7,-3,4,17700
"FR-1-H_32_32_5716_13","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",58:04:00,59:51:00,28,25,30,25,NA,3,0,0,0,3,0,3,5,2,6420
"FR-1-H_32_32_5716_2","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",09:34:00,11:30:00,5,4,7,4,NA,2,1,0,0,2,0,1,3,2,6960
"FR-1-H_32_32_5716_3","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",12:33:00,16:50:00,7,5,10,5,NA,4,1,2,0,4,0,2,5,3,15420
"FR-1-H_32_32_5716_4","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",17:54:00,21:40:00,10,6,12,6,NA,1,1,1,1,5,0,4,6,2,13560
"FR-1-H_32_32_5716_5","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",22:31:00,25:42:00,12,7,14,7,NA,2,0,2,0,5,1,5,7,2,11460
"FR-1-H_32_32_5716_6","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_FTHB_31000",26:32:00,28:18:00,15,8,15,10,NA,0,2,0,1,2,0,-7,-5,2,6360
"FR-1-H_32_32_5716_7","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_FTHB_31000",28:50:00,29:47:00,16,10,16,12,NA,0,2,0,0,0,0,-6,-4,2,3420
"FR-1-H_32_32_5716_8","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",29:47:00,33:11:00,16,12,18,12,NA,2,1,3,2,6,1,4,6,2,12240
"FR-1-H_32_32_5716_9","FR-1-H_32_32_5716","FR_LHB_87000","FR_FTHB_31000","FR_LHB_87000",39:20:00,41:10:00,21,16,23,16,NA,2,0,0,0,2,2,5,7,2,6600
"FR-1-H_32_32_5717_1","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_MHB_34000",05:04:00,07:37:00,4,4,7,4,NA,3,0,1,1,4,1,0,3,3,9180
"FR-1-H_32_32_5717_10","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",51:09:00,56:39:00,26,26,26,28,NA,2,2,0,2,11,0,0,2,2,19800
"FR-1-H_32_32_5717_11","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_MHB_34000",56:39:00,59:51:00,26,28,28,28,NA,2,0,1,0,7,1,-2,0,2,11520
"FR-1-H_32_32_5717_2","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",09:45:00,12:37:00,8,5,8,7,NA,0,2,0,1,3,0,-3,-1,2,10320
"FR-1-H_32_32_5717_3","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_MHB_34000",12:37:00,14:11:00,8,7,10,7,NA,2,0,2,0,3,0,1,3,2,5640
"FR-1-H_32_32_5717_4","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",14:11:00,15:18:00,10,7,10,9,NA,0,1,0,0,0,0,-3,-1,2,4020
"FR-1-H_32_32_5717_5","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",16:51:00,19:22:00,11,9,11,12,NA,1,2,0,1,1,0,-2,1,3,9060
"FR-1-H_32_32_5717_6","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",31:27:00,35:26:00,18,18,18,20,NA,2,1,0,2,6,0,0,2,2,14340
"FR-1-H_32_32_5717_7","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_CRMHB_35510",40:15:00,44:15:00,22,23,22,25,NA,1,3,1,2,10,1,1,3,2,14400
"FR-1-H_32_32_5717_8","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_MHB_34000",44:15:00,45:54:00,22,25,24,25,NA,1,1,0,0,4,0,-3,-1,2,5940
"FR-1-H_32_32_5717_9","FR-1-H_32_32_5717","FR_MHB_34000","FR_CRMHB_35510","FR_MHB_34000",47:35:00,51:09:00,24,26,26,26,NA,2,0,2,2,8,1,-2,0,2,12840
"FR-1-H_32_32_5718_1","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_USAMNG_30918",01:25:00,03:53:00,0,1,2,1,NA,1,0,0,1,3,0,-1,1,2,8880
"FR-1-H_32_32_5718_10","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",54:13:00,56:30:00,26,26,26,29,NA,0,4,0,0,3,0,0,3,3,8220
"FR-1-H_32_32_5718_11","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",58:03:00,59:24:00,27,29,27,31,NA,0,2,0,0,0,1,2,4,2,4860
"FR-1-H_32_32_5718_2","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_USAMNG_30918",09:32:00,11:13:00,5,5,7,5,NA,2,0,1,0,2,0,0,2,2,6060
"FR-1-H_32_32_5718_3","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_USAMNG_30918",14:14:00,16:10:00,9,8,11,8,NA,2,0,1,0,3,1,1,3,2,6960
"FR-1-H_32_32_5718_4","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",16:44:00,18:42:00,12,9,12,11,NA,0,2,0,0,1,0,-3,-1,2,7080
"FR-1-H_32_32_5718_5","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",24:19:00,28:37:00,15,13,15,15,NA,0,2,1,4,9,0,-2,0,2,15480
"FR-1-H_32_32_5718_6","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",28:43:00,35:49:00,16,15,16,18,NA,1,4,1,3,14,1,-1,2,3,25560
"FR-1-H_32_32_5718_7","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_USAMNG_30918",42:46:00,49:10:00,20,22,24,22,NA,4,2,2,1,9,0,-2,2,4,23040
"FR-1-H_32_32_5718_8","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",49:10:00,50:55:00,24,22,24,24,NA,0,2,0,1,4,0,-2,0,2,6300
"FR-1-H_32_32_5718_9","FR-1-H_32_32_5718","FR_USAMNG_30918","FR_PSGHB_75016","FR_PSGHB_75016",52:19:00,53:46:00,25,24,25,26,NA,0,2,0,1,1,1,-1,1,2,5220
"FR-1-H_32_32_5719_1","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",01:06:00,06:05:00,1,0,1,3,NA,0,4,0,2,9,2,-1,2,3,17940
"FR-1-H_32_32_5719_10","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_TFHB_93290",35:30:00,37:18:00,12,22,14,22,NA,2,0,0,1,2,0,-10,-8,2,6480
"FR-1-H_32_32_5719_11","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",37:18:00,39:10:00,14,22,14,24,NA,1,2,0,1,5,0,8,10,2,6720
"FR-1-H_32_32_5719_12","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",41:57:00,45:43:00,17,26,17,29,NA,1,3,1,2,5,1,9,12,3,13560
"FR-1-H_32_32_5719_13","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",46:04:00,47:54:00,18,29,18,31,NA,0,2,0,0,2,1,11,13,2,6600
"FR-1-H_32_32_5719_14","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_TFHB_93290",47:54:00,52:46:00,18,31,20,31,NA,2,1,2,1,9,0,-13,-11,2,17520
"FR-1-H_32_32_5719_15","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",52:46:00,54:06:00,20,31,20,33,NA,0,1,0,1,2,1,11,13,2,4800
"FR-1-H_32_32_5719_16","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_TFHB_93290",54:06:00,57:31:00,20,33,24,33,NA,5,1,1,0,4,0,-13,-9,4,12300
"FR-1-H_32_32_5719_17","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",57:31:00,58:54:00,24,33,24,35,NA,0,2,1,1,3,1,9,11,2,4980
"FR-1-H_32_32_5719_2","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",10:21:00,12:15:00,4,5,4,7,NA,1,2,0,0,2,2,1,3,2,6840
"FR-1-H_32_32_5719_3","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",12:21:00,17:24:00,5,7,5,10,NA,0,4,0,3,7,1,2,5,3,18180
"FR-1-H_32_32_5719_4","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",19:10:00,20:26:00,6,10,6,12,NA,1,2,0,0,2,0,4,6,2,4560
"FR-1-H_32_32_5719_5","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",20:57:00,23:15:00,7,12,7,15,NA,0,3,1,0,2,2,5,8,3,8280
"FR-1-H_32_32_5719_6","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_TFHB_93290",23:15:00,24:28:00,7,15,9,15,NA,2,0,0,0,1,1,-8,-6,2,4380
"FR-1-H_32_32_5719_7","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",24:28:00,28:40:00,9,15,9,18,NA,1,4,0,2,4,1,6,9,3,15120
"FR-1-H_32_32_5719_8","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_TFHB_93290",28:40:00,31:34:00,9,18,11,18,NA,3,0,1,1,3,0,-9,-7,2,10440
"FR-1-H_32_32_5719_9","FR-1-H_32_32_5719","FR_TFHB_93290","FR_SRVHB_83700","FR_SRVHB_83700",31:34:00,34:24:00,11,18,11,21,NA,0,3,1,1,4,1,7,10,3,10200
"FR-1-H_32_33_5720_1","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",00:30:00,05:04:00,0,0,0,4,NA,0,2,1,0,4,0,0,4,4,16440
"FR-1-H_32_33_5720_10","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_CRMHB_35510",55:25:00,58:12:00,20,23,22,23,NA,2,1,1,0,3,0,-3,-1,2,10020
"FR-1-H_32_33_5720_2","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",10:29:00,12:36:00,3,6,3,8,NA,0,2,1,0,1,0,3,5,2,7620
"FR-1-H_32_33_5720_3","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_CRMHB_35510",14:52:00,19:01:00,4,9,8,9,NA,4,0,2,0,4,2,-5,-1,4,14940
"FR-1-H_32_33_5720_4","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",22:58:00,29:00:00,10,11,10,15,NA,0,5,0,5,8,2,1,5,4,21720
"FR-1-H_32_33_5720_5","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_CRMHB_35510",29:08:00,30:54:00,10,15,13,15,NA,2,0,0,1,2,0,-5,-2,3,6360
"FR-1-H_32_33_5720_6","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_CRMHB_35510",35:50:00,41:30:00,13,16,18,16,NA,4,3,1,0,6,2,-3,2,5,20400
"FR-1-H_32_33_5720_7","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",41:30:00,43:27:00,18,16,18,18,NA,0,1,0,1,3,0,-2,0,2,7020
"FR-1-H_32_33_5720_8","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",44:08:00,48:41:00,19,18,19,20,NA,0,3,3,1,8,0,-1,1,2,16380
"FR-1-H_32_33_5720_9","FR-1-H_32_33_5720","FR_CRMHB_35510","FR_PAUC_13100","FR_PAUC_13100",51:16:00,55:25:00,20,20,20,23,NA,1,3,0,1,5,0,0,3,3,14940
"FR-1-H_32_33_5721_1","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",00:45:00,03:26:00,1,0,1,2,NA,1,2,0,2,4,1,-1,1,2,9660
"FR-1-H_32_33_5721_10","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",32:52:00,34:31:00,20,13,22,13,NA,2,0,0,1,2,0,7,9,2,5940
"FR-1-H_32_33_5721_11","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",34:31:00,36:46:00,22,13,22,15,NA,1,2,0,0,2,0,-9,-7,2,8100
"FR-1-H_32_33_5721_12","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",38:04:00,39:02:00,23,15,23,17,NA,0,1,0,1,2,0,-8,-6,2,3480
"FR-1-H_32_33_5721_13","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",40:45:00,42:39:00,24,18,26,18,NA,1,0,0,0,2,0,6,8,2,6840
"FR-1-H_32_33_5721_14","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",42:39:00,46:29:00,26,18,26,22,NA,1,4,0,2,3,1,-8,-4,4,13800
"FR-1-H_32_33_5721_15","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",46:29:00,50:07:00,26,22,28,22,NA,2,0,0,1,4,0,4,6,2,13080
"FR-1-H_32_33_5721_16","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",50:07:00,54:07:00,28,22,28,25,NA,1,3,0,1,5,0,-6,-3,3,14400
"FR-1-H_32_33_5721_17","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",54:36:00,57:11:00,29,25,29,27,NA,0,2,1,1,2,0,-4,-2,2,9300
"FR-1-H_32_33_5721_18","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",57:11:00,59:15:00,29,27,31,27,NA,1,1,2,0,3,0,2,4,2,7440
"FR-1-H_32_33_5721_2","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",03:26:00,06:34:00,1,2,4,2,NA,2,1,2,1,6,0,-1,2,3,11280
"FR-1-H_32_33_5721_3","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",10:07:00,14:04:00,4,3,7,3,NA,3,1,2,0,5,1,1,4,3,14220
"FR-1-H_32_33_5721_4","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",14:04:00,14:54:00,7,3,7,5,NA,0,2,0,0,0,0,-4,-2,2,3000
"FR-1-H_32_33_5721_5","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",14:54:00,18:44:00,7,5,11,5,NA,3,0,3,0,5,0,2,6,4,13800
"FR-1-H_32_33_5721_6","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",20:20:00,22:25:00,12,7,14,7,NA,1,1,0,0,1,0,5,7,2,7500
"FR-1-H_32_33_5721_7","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",28:18:00,28:52:00,16,10,18,10,NA,2,0,1,0,1,0,6,8,2,2040
"FR-1-H_32_33_5721_8","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_DHBGL_59140",29:25:00,31:33:00,18,11,20,11,NA,2,0,0,1,1,0,7,9,2,7680
"FR-1-H_32_33_5721_9","FR-1-H_32_33_5721","FR_DHBGL_59140","FR_LHB_87000","FR_LHB_87000",31:33:00,32:52:00,20,11,20,13,NA,0,2,0,0,1,0,-9,-7,2,4740
"FR-1-H_32_33_5722_1","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",01:28:00,02:57:00,0,1,2,1,NA,3,0,0,0,1,0,-1,1,2,5340
"FR-1-H_32_33_5722_10","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_CSMBHB_73000",44:09:00,46:32:00,21,22,21,24,NA,0,2,1,0,1,0,1,3,2,8580
"FR-1-H_32_33_5722_11","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",46:32:00,49:43:00,21,24,23,24,NA,3,1,1,0,3,0,-3,-1,2,11460
"FR-1-H_32_33_5722_12","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_CSMBHB_73000",51:42:00,59:18:00,24,25,24,29,NA,1,6,0,3,11,1,1,5,4,27360
"FR-1-H_32_33_5722_2","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_CSMBHB_73000",02:57:00,10:07:00,2,1,2,5,NA,3,5,2,2,9,2,-1,3,4,25800
"FR-1-H_32_33_5722_3","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",10:07:00,11:18:00,2,5,4,5,NA,2,0,0,0,1,1,-3,-1,2,4260
"FR-1-H_32_33_5722_4","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_CSMBHB_73000",13:10:00,18:10:00,5,6,5,10,NA,0,3,1,3,8,1,1,5,4,18000
"FR-1-H_32_33_5722_5","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_CSMBHB_73000",27:20:00,29:07:00,9,13,9,16,NA,0,3,0,0,0,1,4,7,3,6420
"FR-1-H_32_33_5722_6","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",29:07:00,30:35:00,9,16,11,16,NA,2,0,0,0,0,0,-7,-5,2,5280
"FR-1-H_32_33_5722_7","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",32:28:00,35:30:00,11,17,13,17,NA,1,0,1,0,5,0,-6,-4,2,10920
"FR-1-H_32_33_5722_8","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",35:39:00,37:31:00,13,18,16,18,NA,4,0,0,0,2,1,-5,-2,3,6720
"FR-1-H_32_33_5722_9","FR-1-H_32_33_5722","FR_IPHB_13806","FR_CSMBHB_73000","FR_IPHB_13806",40:29:00,42:26:00,18,21,20,21,NA,1,0,1,1,4,0,-3,-1,2,7020
"FR-1-H_32_33_5723_1","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",02:00:00,03:17:00,1,1,1,3,NA,1,1,0,0,1,1,0,-2,-2,4620
"FR-1-H_32_33_5723_10","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",37:10:00,40:31:00,18,20,18,23,NA,0,4,0,2,7,0,2,5,3,12060
"FR-1-H_32_33_5723_11","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",41:15:00,44:02:00,19,23,19,25,NA,0,2,0,1,3,0,4,6,2,10020
"FR-1-H_32_33_5723_12","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",44:02:00,46:43:00,19,25,21,25,NA,3,0,1,0,1,0,-6,-4,2,9660
"FR-1-H_32_33_5723_13","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",50:07:00,53:03:00,22,27,24,27,NA,2,0,0,0,1,1,-5,-3,2,10560
"FR-1-H_32_33_5723_14","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",53:03:00,57:42:00,24,27,24,32,NA,0,5,0,1,5,0,3,8,5,16740
"FR-1-H_32_33_5723_2","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",03:17:00,04:21:00,1,3,1,3,NA,0,0,0,0,1,0,2,2,0,3840
"FR-1-H_32_33_5723_3","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",06:42:00,12:10:00,3,4,3,7,NA,2,2,1,2,9,1,1,4,3,19680
"FR-1-H_32_33_5723_4","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",17:09:00,19:13:00,5,9,7,9,NA,2,0,1,0,4,2,-4,-2,2,7440
"FR-1-H_32_33_5723_5","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",19:25:00,20:32:00,7,10,9,10,NA,2,0,0,0,2,1,-3,-1,2,4020
"FR-1-H_32_33_5723_6","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",22:36:00,23:39:00,11,12,11,14,NA,1,2,0,0,0,1,1,3,2,3780
"FR-1-H_32_33_5723_7","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",24:48:00,27:48:00,12,15,14,15,NA,1,1,2,1,5,0,-3,-1,2,10800
"FR-1-H_32_33_5723_8","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USAMNG_30918",28:39:00,30:50:00,15,16,15,19,NA,0,3,1,0,3,0,1,4,3,7860
"FR-1-H_32_33_5723_9","FR-1-H_32_33_5723","FR_USIHB_94200","FR_USAMNG_30918","FR_USIHB_94200",33:46:00,37:10:00,16,20,18,20,NA,2,0,1,2,8,0,-4,-2,2,12240
"FR-1-H_32_33_5724_1","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",00:34:00,03:49:00,0,0,4,0,NA,4,1,2,1,5,2,0,4,4,11700
"FR-1-H_32_33_5724_10","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_CCMHB_28000",38:24:00,41:00:00,23,11,23,14,NA,0,2,0,1,6,1,-12,-9,3,9360
"FR-1-H_32_33_5724_11","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",42:07:00,44:21:00,24,15,26,15,NA,1,0,0,0,3,1,9,11,2,8040
"FR-1-H_32_33_5724_12","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_CCMHB_28000",47:13:00,49:38:00,28,17,28,19,NA,1,2,0,0,4,0,-11,-9,2,8700
"FR-1-H_32_33_5724_13","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",50:37:00,51:48:00,29,20,31,20,NA,2,0,1,0,1,1,9,11,2,4260
"FR-1-H_32_33_5724_14","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",53:09:00,58:58:00,32,22,36,22,NA,5,1,1,0,5,3,10,14,4,20940
"FR-1-H_32_33_5724_2","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",04:27:00,07:23:00,4,1,6,1,NA,2,1,1,0,4,2,3,5,2,10560
"FR-1-H_32_33_5724_3","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",07:51:00,09:50:00,6,2,8,2,NA,1,1,1,0,2,0,4,6,2,7140
"FR-1-H_32_33_5724_4","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",13:03:00,19:57:00,9,4,13,4,NA,6,2,1,2,8,2,5,9,4,24840
"FR-1-H_32_33_5724_5","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",22:47:00,25:28:00,14,6,16,6,NA,3,0,1,0,3,0,8,10,2,9660
"FR-1-H_32_33_5724_6","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",25:43:00,27:05:00,16,7,18,7,NA,2,1,0,0,1,0,9,11,2,4920
"FR-1-H_32_33_5724_7","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",28:52:00,32:57:00,19,9,21,9,NA,2,1,1,1,6,0,10,12,2,14700
"FR-1-H_32_33_5724_8","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_CCMHB_28000",32:57:00,36:09:00,21,9,21,11,NA,3,2,0,0,2,0,-12,-10,2,11520
"FR-1-H_32_33_5724_9","FR-1-H_32_33_5724","FR_PSGHB_75016","FR_CCMHB_28000","FR_PSGHB_75016",36:09:00,38:24:00,21,11,23,11,NA,2,0,1,1,3,1,10,12,2,8100
"FR-1-H_32_33_5725_1","FR-1-H_32_33_5725","FR_SRVHB_83700","FR_HBCN_44200","FR_HBCN_44200",02:51:00,03:32:00,1,0,1,2,NA,0,2,0,0,0,1,-1,1,2,2460
"FR-1-H_32_33_5725_10","FR-1-H_32_33_5725","FR_SRVHB_83700","FR_HBCN_44200","FR_SRVHB_83700",34:25:00,35:32:00,16,14,18,14,NA,2,0,1,0,1,1,2,4,2,4020
"FR-1-H_32_33_5725_11","FR-1-H_32_33_5725","FR_SRVHB_83700","FR_HBCN_44200","FR_HBCN_44200",35:32:00,38:16:00,18,14,18,17,NA,0,3,0,0,2,0,-4,-1,3,9840
"FR-1-H_32_33_5725_12","FR-1-H_32_33_5725","FR_SRVHB_83700","FR_HBCN_44200","FR_HBCN_44200",41:05:00,45:05:00,19,17,19,20,NA,0,6,0,4,9,0,-2,1,3,14400
