"ID_DOMINATION","CD_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","CLUB_DOMINANT","DEBUT_DOMINATION","FIN_DOMINATION","SCORE_DOM_AV","SCORE_EXT_AV","SCORE_DOM_AP","SCORE_EXT_AP","ACTION_CREATRICE","NB_TIR_DOM","NB_TIR_EXT","NB_ARRET_DOM","NB_ARRET_EXT","NB_ACTION_DEF","NB_TIR_DIFF","ECART_AV","ECART_AP","ECART_CREE","DUREE"
"FR-1-H_32_39_5770_9","FR-1-H_32_39_5770","FR_CCMHB_28000","FR_USAMNG_30918","FR_CCMHB_28000",25:06:00,28:12:00,11,15,13,15,NA,2,0,0,0,5,0,-4,-2,2,11160
"FR-1-H_32_39_5771_1","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",01:50:00,03:18:00,0,1,2,1,NA,2,0,2,1,4,0,-1,1,2,5280
"FR-1-H_32_39_5771_10","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",39:40:00,41:58:00,15,16,15,18,NA,0,2,0,1,3,0,1,3,2,8280
"FR-1-H_32_39_5771_11","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",43:23:00,47:36:00,16,19,19,19,NA,3,0,1,2,6,0,-3,0,3,15180
"FR-1-H_32_39_5771_12","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",47:39:00,51:07:00,19,19,19,21,NA,1,2,2,0,5,1,0,2,2,12480
"FR-1-H_32_39_5771_13","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",55:12:00,58:11:00,21,23,23,23,NA,0,0,1,1,8,0,-2,0,2,10740
"FR-1-H_32_39_5771_14","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",58:13:00,59:55:00,23,24,25,24,NA,2,0,0,0,1,0,-1,1,2,6120
"FR-1-H_32_39_5771_2","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",03:18:00,04:59:00,2,1,2,3,NA,0,2,0,1,1,1,-1,1,2,6060
"FR-1-H_32_39_5771_3","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",08:51:00,12:16:00,3,4,5,4,NA,2,0,2,0,5,0,-1,1,2,12300
"FR-1-H_32_39_5771_4","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",14:03:00,17:55:00,6,5,6,8,NA,1,0,0,0,6,0,-1,2,3,13920
"FR-1-H_32_39_5771_5","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",17:55:00,20:28:00,6,8,8,8,NA,2,0,1,1,3,0,-2,0,2,9180
"FR-1-H_32_39_5771_6","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",22:11:00,25:25:00,9,9,9,11,NA,0,2,0,0,6,0,0,2,2,11640
"FR-1-H_32_39_5771_7","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_DHBGL_59140",25:25:00,29:20:00,9,11,12,11,NA,3,0,3,0,8,0,-2,1,3,14100
"FR-1-H_32_39_5771_8","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",29:23:00,32:56:00,12,11,12,13,NA,1,2,2,1,5,0,-1,1,2,12780
"FR-1-H_32_39_5771_9","FR-1-H_32_39_5771","FR_DHBGL_59140","FR_TFHB_93290","FR_TFHB_93290",34:29:00,37:30:00,14,14,14,16,NA,0,2,0,1,3,0,0,2,2,10860
"FR-1-H_32_39_5772_1","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",00:40:00,02:23:00,0,0,0,2,NA,0,0,0,0,2,0,0,2,2,6180
"FR-1-H_32_39_5772_10","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",34:53:00,37:43:00,22,17,22,19,NA,0,3,0,1,4,1,-5,-3,2,10200
"FR-1-H_32_39_5772_11","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",39:29:00,40:41:00,24,20,24,22,NA,0,2,0,0,0,0,-4,-2,2,4320
"FR-1-H_32_39_5772_12","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",44:26:00,47:50:00,25,22,25,26,NA,0,4,0,1,7,0,-3,1,4,12240
"FR-1-H_32_39_5772_13","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",47:50:00,48:55:00,25,26,27,26,NA,1,0,0,0,0,1,-1,1,2,3900
"FR-1-H_32_39_5772_14","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",48:55:00,54:06:00,27,26,27,29,NA,0,6,0,2,11,0,-1,2,3,18660
"FR-1-H_32_39_5772_15","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",54:41:00,56:43:00,28,29,28,31,NA,1,2,0,0,1,1,1,3,2,7320
"FR-1-H_32_39_5772_16","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",56:43:00,59:58:00,28,31,30,31,NA,1,0,1,2,6,0,-3,-1,2,11700
"FR-1-H_32_39_5772_2","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_PAUC_13100",05:15:00,06:17:00,2,3,2,5,NA,0,2,0,0,1,1,1,3,2,3720
"FR-1-H_32_39_5772_3","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",06:17:00,08:04:00,2,5,4,5,NA,2,0,1,0,2,1,-3,-1,2,6420
"FR-1-H_32_39_5772_4","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",12:08:00,14:11:00,7,9,9,9,NA,2,0,0,0,2,0,-2,0,2,7380
"FR-1-H_32_39_5772_5","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",14:22:00,16:08:00,9,10,11,10,NA,2,0,1,0,3,1,-1,1,2,6360
"FR-1-H_32_39_5772_6","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",20:20:00,21:30:00,12,12,14,12,NA,2,0,1,0,1,2,0,2,2,4200
"FR-1-H_32_39_5772_7","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",25:25:00,29:38:00,16,15,18,15,NA,2,0,2,0,7,0,1,3,2,15180
"FR-1-H_32_39_5772_8","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",31:35:00,32:36:00,18,16,20,16,NA,2,0,2,0,2,0,2,4,2,3660
"FR-1-H_32_39_5772_9","FR-1-H_32_39_5772","FR_LHB_87000","FR_PAUC_13100","FR_LHB_87000",32:46:00,34:53:00,20,17,22,17,NA,2,0,1,0,3,1,3,5,2,7620
"FR-1-H_32_39_5773_1","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",10:10:00,13:12:00,5,5,7,5,NA,1,0,2,1,6,0,0,2,2,10920
"FR-1-H_32_39_5773_10","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",43:19:00,49:31:00,26,24,29,24,NA,1,2,2,1,8,0,2,5,3,22320
"FR-1-H_32_39_5773_11","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",50:10:00,53:12:00,29,25,33,25,NA,4,0,2,0,2,1,4,8,4,10920
"FR-1-H_32_39_5773_12","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",53:12:00,55:14:00,33,25,33,27,NA,0,2,0,1,2,0,-8,-6,2,7320
"FR-1-H_32_39_5773_13","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",57:14:00,NA,34,27,34,31,NA,0,4,0,1,3,0,-7,-3,4,NA
"FR-1-H_32_39_5773_2","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",13:12:00,14:57:00,7,5,7,7,NA,0,2,0,0,2,1,-2,0,2,6300
"FR-1-H_32_39_5773_3","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",18:53:00,21:30:00,10,9,10,11,NA,0,1,0,1,2,0,-1,1,2,9420
"FR-1-H_32_39_5773_4","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",23:57:00,26:56:00,12,13,15,13,NA,3,1,0,0,3,1,-1,2,3,10740
"FR-1-H_32_39_5773_5","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",28:47:00,30:45:00,16,15,18,15,NA,2,1,0,0,0,0,1,3,2,7080
"FR-1-H_32_39_5773_6","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",31:17:00,33:05:00,18,16,20,16,NA,1,0,0,1,2,0,2,4,2,6480
"FR-1-H_32_39_5773_7","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_MHB_34000",33:44:00,35:20:00,20,17,22,17,NA,2,0,0,0,2,0,3,5,2,5760
"FR-1-H_32_39_5773_8","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",35:20:00,36:25:00,22,17,22,19,NA,0,2,0,1,2,1,-5,-3,2,3900
"FR-1-H_32_39_5773_9","FR-1-H_32_39_5773","FR_MHB_34000","FR_FTHB_31000","FR_FTHB_31000",38:10:00,39:46:00,23,19,23,21,NA,0,2,0,1,3,1,-4,-2,2,5760
"FR-1-H_32_39_5774_1","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_IPHB_13806",00:30:00,02:11:00,0,0,0,3,NA,0,3,0,1,3,1,0,3,3,6060
"FR-1-H_32_39_5774_10","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_IPHB_13806",37:47:00,39:21:00,23,16,23,18,NA,0,1,0,0,0,0,-7,-5,2,5640
"FR-1-H_32_39_5774_11","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",40:57:00,44:53:00,24,19,28,19,NA,5,0,2,0,5,0,5,9,4,14160
"FR-1-H_32_39_5774_12","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",48:24:00,49:46:00,30,22,32,22,NA,2,0,0,0,1,0,8,10,2,4920
"FR-1-H_32_39_5774_13","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",56:00:00,59:47:00,35,26,38,26,NA,4,0,1,0,8,1,9,12,3,13620
"FR-1-H_32_39_5774_2","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",05:54:00,08:28:00,2,5,5,5,NA,4,0,0,0,2,1,-3,0,3,9240
"FR-1-H_32_39_5774_3","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",08:53:00,11:28:00,5,6,8,6,NA,2,0,0,0,3,0,-1,2,3,9300
"FR-1-H_32_39_5774_4","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_IPHB_13806",11:28:00,16:05:00,8,6,8,8,NA,0,3,0,2,8,0,-2,0,2,16620
"FR-1-H_32_39_5774_5","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",18:28:00,19:44:00,9,9,11,9,NA,2,1,0,0,1,1,0,2,2,4560
"FR-1-H_32_39_5774_6","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",20:28:00,22:28:00,11,10,13,10,NA,0,0,0,0,1,0,1,3,2,7200
"FR-1-H_32_39_5774_7","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",22:48:00,26:59:00,13,11,18,11,NA,5,2,0,0,5,0,2,7,5,15060
"FR-1-H_32_39_5774_8","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_IPHB_13806",32:15:00,33:16:00,20,13,20,15,NA,1,2,0,0,1,0,-7,-5,2,3660
"FR-1-H_32_39_5774_9","FR-1-H_32_39_5774","FR_HBCN_44200","FR_IPHB_13806","FR_HBCN_44200",34:21:00,37:47:00,21,16,23,16,NA,2,0,2,0,6,1,5,7,2,12360
"FR-1-H_32_39_5775_1","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",00:34:00,02:26:00,1,0,1,2,NA,1,2,0,0,1,0,-1,1,2,6720
"FR-1-H_32_39_5775_10","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",41:43:00,43:02:00,23,16,23,18,NA,0,2,0,1,1,1,-7,-5,2,4740
"FR-1-H_32_39_5775_11","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",43:42:00,45:45:00,24,18,24,20,NA,0,2,0,0,2,0,-6,-4,2,7380
"FR-1-H_32_39_5775_12","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_SRVHB_83700",45:45:00,50:24:00,24,20,26,20,NA,3,0,1,1,10,0,4,6,2,16740
"FR-1-H_32_39_5775_13","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",50:24:00,51:56:00,26,20,26,22,NA,0,3,0,0,3,1,-6,-4,2,5520
"FR-1-H_32_39_5775_2","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_SRVHB_83700",02:26:00,11:55:00,1,2,7,2,NA,6,1,4,1,13,4,-1,5,6,34140
"FR-1-H_32_39_5775_3","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_SRVHB_83700",13:05:00,16:53:00,7,3,10,3,NA,1,1,2,0,2,1,4,7,3,13680
"FR-1-H_32_39_5775_4","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",18:24:00,19:11:00,11,4,11,6,NA,0,2,0,0,0,0,-7,-5,2,2820
"FR-1-H_32_39_5775_5","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",19:45:00,21:27:00,12,6,12,8,NA,0,1,0,0,1,0,-6,-4,2,6120
"FR-1-H_32_39_5775_6","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_SRVHB_83700",27:11:00,31:51:00,14,10,17,10,NA,5,3,1,0,6,0,4,7,3,16800
"FR-1-H_32_39_5775_7","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",31:51:00,32:36:00,17,10,17,12,NA,0,2,0,1,1,0,-7,-5,2,2700
"FR-1-H_32_39_5775_8","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_USCHB_94000",35:37:00,37:09:00,19,13,19,15,NA,0,2,0,0,2,0,-6,-4,2,5520
"FR-1-H_32_39_5775_9","FR-1-H_32_39_5775","FR_SRVHB_83700","FR_USCHB_94000","FR_SRVHB_83700",37:09:00,40:05:00,19,15,22,15,NA,2,0,1,0,3,0,4,7,3,10560
"FR-1-H_32_40_5776_1","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_CRMHB_35510",04:11:00,06:35:00,2,2,2,4,NA,1,2,0,1,4,0,0,2,2,8640
"FR-1-H_32_40_5776_10","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",41:34:00,45:18:00,23,22,26,22,NA,2,1,1,0,6,0,1,4,3,13440
"FR-1-H_32_40_5776_11","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",51:06:00,53:23:00,29,26,31,26,NA,2,0,0,2,3,0,3,5,2,8220
"FR-1-H_32_40_5776_12","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",56:28:00,57:52:00,31,27,33,27,NA,2,0,0,0,1,0,4,6,2,5040
"FR-1-H_32_40_5776_2","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",06:35:00,07:19:00,2,4,4,4,NA,2,0,0,0,1,0,-2,0,2,2640
"FR-1-H_32_40_5776_3","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",07:52:00,09:01:00,4,5,6,5,NA,3,0,0,0,1,1,-1,1,2,4140
"FR-1-H_32_40_5776_4","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_CRMHB_35510",09:01:00,10:44:00,6,5,6,7,NA,2,2,0,0,1,0,-1,1,2,6180
"FR-1-H_32_40_5776_5","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",11:43:00,14:43:00,7,8,9,8,NA,2,1,0,0,4,0,-1,1,2,10800
"FR-1-H_32_40_5776_6","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",24:34:00,27:19:00,11,11,14,11,NA,3,0,1,0,1,1,0,3,3,9900
"FR-1-H_32_40_5776_7","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_PAUC_13100",29:43:00,30:49:00,15,13,17,13,NA,2,0,1,0,3,0,2,4,2,3960
"FR-1-H_32_40_5776_8","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_CRMHB_35510",31:32:00,33:53:00,18,14,18,16,NA,0,2,0,1,5,0,-4,-2,2,8460
"FR-1-H_32_40_5776_9","FR-1-H_32_40_5776","FR_PAUC_13100","FR_CRMHB_35510","FR_CRMHB_35510",35:07:00,36:25:00,19,16,19,18,NA,0,2,0,1,2,0,-3,-1,2,4680
"FR-1-H_32_40_5777_1","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_IPHB_13806",03:44:00,05:00:00,2,3,4,3,NA,2,0,1,0,2,1,-1,1,2,4560
"FR-1-H_32_40_5777_2","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_IPHB_13806",05:16:00,07:34:00,4,4,6,4,NA,2,0,0,0,1,1,0,2,2,8280
"FR-1-H_32_40_5777_3","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_DHBGL_59140",07:34:00,09:49:00,6,4,6,6,NA,0,1,0,0,4,0,-2,0,2,8100
"FR-1-H_32_40_5777_4","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_DHBGL_59140",17:37:00,18:28:00,11,10,11,12,NA,0,2,0,0,1,1,-1,1,2,3060
"FR-1-H_32_40_5777_5","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_IPHB_13806",27:20:00,33:04:00,16,17,18,17,NA,4,1,1,1,13,1,-1,1,2,20640
"FR-1-H_32_40_5777_6","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_DHBGL_59140",33:04:00,35:32:00,18,17,18,19,NA,0,3,0,1,3,1,-1,1,2,8880
"FR-1-H_32_40_5777_7","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_IPHB_13806",36:52:00,41:43:00,19,20,23,20,NA,2,0,1,0,5,0,-1,3,4,17460
"FR-1-H_32_40_5777_8","FR-1-H_32_40_5777","FR_IPHB_13806","FR_DHBGL_59140","FR_DHBGL_59140",53:25:00,55:15:00,28,25,28,27,NA,0,2,0,0,1,1,-3,-1,2,6600
"FR-1-H_32_40_5778_1","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_CCMHB_28000",03:15:00,04:51:00,2,1,2,3,NA,0,2,0,0,0,0,-1,1,2,5760
"FR-1-H_32_40_5778_10","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_CCMHB_28000",57:57:00,59:22:00,30,21,30,23,NA,0,2,0,0,1,1,-9,-7,2,5100
"FR-1-H_32_40_5778_2","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",04:51:00,07:25:00,2,3,5,3,NA,3,0,1,1,4,1,-1,2,3,9240
"FR-1-H_32_40_5778_3","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_CCMHB_28000",10:22:00,13:20:00,7,5,7,7,NA,0,2,2,2,4,0,-2,0,2,10680
"FR-1-H_32_40_5778_4","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",13:20:00,19:12:00,7,7,10,7,NA,3,1,3,2,12,1,0,3,3,21120
"FR-1-H_32_40_5778_5","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_CCMHB_28000",19:12:00,20:55:00,10,7,10,9,NA,0,2,1,1,2,1,-3,-1,2,6180
"FR-1-H_32_40_5778_6","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",23:38:00,25:35:00,11,10,13,10,NA,1,0,0,0,4,0,1,3,2,7020
"FR-1-H_32_40_5778_7","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",32:46:00,36:46:00,16,14,19,14,NA,2,1,1,0,8,0,2,5,3,14400
"FR-1-H_32_40_5778_8","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",43:14:00,46:02:00,21,17,23,17,NA,1,0,0,0,2,0,4,6,2,10080
"FR-1-H_32_40_5778_9","FR-1-H_32_40_5778","FR_USIHB_94200","FR_CCMHB_28000","FR_USIHB_94200",48:32:00,54:12:00,25,20,29,20,NA,5,1,2,1,6,0,5,9,4,20400
"FR-1-H_32_40_5779_1","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",00:19:00,05:20:00,1,0,1,3,NA,1,3,2,4,10,0,-1,2,3,18060
"FR-1-H_32_40_5779_10","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",29:18:00,31:25:00,13,13,13,15,NA,0,2,0,0,5,0,0,2,2,7620
"FR-1-H_32_40_5779_11","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",31:25:00,34:49:00,13,15,16,15,NA,3,1,3,0,5,2,-2,1,3,12240
"FR-1-H_32_40_5779_12","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",38:31:00,39:58:00,18,17,18,19,NA,1,2,0,0,1,0,-1,1,2,5220
"FR-1-H_32_40_5779_13","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",42:40:00,45:28:00,19,19,19,21,NA,0,2,0,0,2,0,0,2,2,10080
"FR-1-H_32_40_5779_14","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",46:27:00,47:55:00,20,22,22,22,NA,2,0,1,0,2,2,-2,0,2,5280
"FR-1-H_32_40_5779_15","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",47:55:00,54:00:00,22,22,22,26,NA,1,5,0,2,10,1,0,4,4,21900
"FR-1-H_32_40_5779_16","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",55:36:00,57:26:00,24,28,26,28,NA,2,0,0,0,4,1,-4,-2,2,6600
"FR-1-H_32_40_5779_17","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",57:26:00,58:31:00,26,28,26,30,NA,0,2,0,0,1,1,2,4,2,3900
"FR-1-H_32_40_5779_2","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",05:20:00,06:50:00,1,3,3,3,NA,2,2,0,1,2,1,-2,0,2,5400
"FR-1-H_32_40_5779_3","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",06:50:00,08:21:00,3,3,3,5,NA,0,2,0,1,1,0,0,2,2,5460
"FR-1-H_32_40_5779_4","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",09:44:00,14:28:00,4,5,4,8,NA,1,3,0,3,8,2,1,4,3,17040
"FR-1-H_32_40_5779_5","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",16:03:00,17:51:00,5,9,7,9,NA,2,0,0,0,2,1,-4,-2,2,6480
"FR-1-H_32_40_5779_6","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",18:08:00,20:15:00,7,10,9,10,NA,2,0,1,0,4,2,-3,-1,2,7620
"FR-1-H_32_40_5779_7","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",20:32:00,22:35:00,9,11,11,11,NA,2,0,1,1,3,1,-2,0,2,7380
"FR-1-H_32_40_5779_8","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_CSMBHB_73000",22:35:00,26:17:00,11,11,11,13,NA,1,3,0,1,5,1,0,2,2,13320
"FR-1-H_32_40_5779_9","FR-1-H_32_40_5779","FR_USAMNG_30918","FR_CSMBHB_73000","FR_USAMNG_30918",26:17:00,29:18:00,11,13,13,13,NA,3,0,1,1,3,0,-2,0,2,10860
"FR-1-H_32_40_5780_1","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_PSGHB_75016",00:35:00,03:17:00,0,1,2,1,NA,3,0,2,0,6,0,-1,1,2,9720
"FR-1-H_32_40_5780_2","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_PSGHB_75016",12:45:00,14:27:00,5,5,7,5,NA,2,0,1,0,2,0,0,2,2,6120
"FR-1-H_32_40_5780_3","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_USCHB_94000",18:49:00,19:44:00,9,7,9,9,NA,0,2,0,1,1,1,-2,0,2,3300
"FR-1-H_32_40_5780_4","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_PSGHB_75016",19:44:00,26:29:00,9,9,14,9,NA,5,0,4,0,10,2,0,5,5,24300
"FR-1-H_32_40_5780_5","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_PSGHB_75016",30:30:00,31:52:00,15,11,17,11,NA,2,0,0,0,2,0,4,6,2,4920
"FR-1-H_32_40_5780_6","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_USCHB_94000",40:28:00,43:17:00,22,16,22,18,NA,0,1,0,2,7,0,-6,-4,2,10140
"FR-1-H_32_40_5780_7","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_PSGHB_75016",49:33:00,53:37:00,24,20,27,20,NA,3,1,3,1,6,0,4,7,3,14640
"FR-1-H_32_40_5780_8","FR-1-H_32_40_5780","FR_PSGHB_75016","FR_USCHB_94000","FR_USCHB_94000",56:16:00,59:22:00,28,21,28,23,NA,0,2,0,1,4,0,-7,-5,2,11160
