X_DEPART;Y_DEPART;X_ARRIVEE;Y_ARRIVEE;LB_RESULTAT_DETAIL;ZONE_PASSEUR;ZONE_RECEPTEUR
0.5;0.54;0.88;0.5;BUT;Avant centre;Avant droite
0.86;0.26;0.98;0.04;BUT;Arrière droite;Arrière droite
0.24;0.4;0.9;0.43;BUT;Arrière gauche;Arrière droite
0.45;0.4;0.17;0.4;BUT;Arrière centre;Arrière gauche
0.54;0.53;0.24;0.49;BUT;Avant centre;Arrière gauche
0.59;0.48;0.76;0.44;ARRÊT;Arrière centre;Arrière droite
0.5;0.48;0.22;0.44;BUT;Arrière centre;Arrière gauche
0.88;0.48;0.42;0.47;ARRÊT;Arrière droite;Arrière centre
0.38;0.48;0.39;0.53;BUT;Arrière centre;Avant centre
0.46;0.95;0.92;0.47;BUT;Avant centre;Arrière droite
0.5;0.49;0.49;0.34;2 MINUTES;Arrière centre;Arrière centre
0.76;0.49;0.52;0.52;TIR CONTRÉ;Arrière droite;Avant centre
0.44;0.49;0.42;0.33;BUT;Arrière centre;Arrière centre
0.72;0.48;0.5;0.49;TIR CONTRÉ;Arrière droite;Arrière centre
0.12;0.47;0.33;0.32;BUT;Arrière gauche;Arrière centre
0.7;0.46;0.86;0.37;POTEAU;Arrière droite;Arrière droite
0.51;0.96;0.5;0.57;POTEAU;Avant centre;Avant centre
0.51;0.43;0.22;0.46;PASSE INCOMPLETE;Arrière centre;Arrière gauche
0.52;0.83;0.31;0.69;BUT;Avant centre;Avant centre
0.48;0.5;0.12;0.43;BUT;Avant centre;Arrière gauche
0.32;0.4;0.5;0.51;TIR CONTRÉ;Arrière gauche;Avant centre
0.67;0.49;0.84;0.48;NEUTRALISATION;Arrière droite;Arrière droite
0.54;0.53;0.22;0.45;2 MINUTES;Avant centre;Arrière gauche
0.52;0.49;0.48;0.35;NEUTRALISATION;Arrière centre;Arrière centre
0.48;0.57;0.17;0.48;BUT;Avant centre;Arrière gauche
0.25;0.38;0.52;0.51;BUT;Arrière gauche;Avant centre
0.6;0.39;0.86;0.38;BUT;Arrière centre;Arrière droite
0.55;0.49;0.52;0.33;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.5;0.97;0.17;0.71;BUT;Avant centre;Avant gauche
0.3;0.4;0.5;0.5;BUT;Arrière gauche;Avant centre
0.48;0.48;0.64;0.34;ARRÊT;Arrière centre;Arrière centre
0.84;0.37;0.71;0.41;BUT;Arrière droite;Arrière droite
0.64;0.49;0.5;0.51;ARRÊT;Arrière centre;Avant centre
0.78;0.47;0.43;0.49;MARCHÉ;Arrière droite;Arrière centre
0.5;0.82;0.51;0.7;ARRÊT;Avant centre;Avant centre
0.85;0.42;0.98;0.05;BUT;Arrière droite;Arrière droite
0.37;0.47;0.3;0.52;POTEAU;Arrière centre;Avant centre
0.7;0.41;0.75;0.49;BUT;Arrière droite;Arrière droite
0.38;0.46;0.56;0.57;BUT;Arrière centre;Avant centre
0.82;0.31;0.98;0.04;BUT;Arrière droite;Arrière droite
0.1;0.51;0.06;0.21;ARRÊT;Avant gauche;Arrière gauche
0.49;0.83;0.59;0.7;ARRÊT;Avant centre;Avant centre
0.72;0.47;0.52;0.53;BUT;Arrière droite;Avant centre
0.66;0.42;0.52;0.51;ARRÊT;Arrière droite;Avant centre
0.65;0.49;0.52;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.34;0.39;0.54;0.34;BUT;Arrière centre;Arrière centre
0.87;0.43;0.53;0.51;TIR CONTRÉ;Arrière droite;Avant centre
0.8;0.31;0.98;0.04;ARRÊT;Arrière droite;Arrière droite
0.5;0.69;0.84;0.56;BUT;Avant centre;Avant droite
0.95;0.48;0.43;0.54;BUT;Arrière droite;Avant centre
0.22;0.35;0.05;0.06;BUT;Arrière gauche;Arrière gauche
0.36;0.48;0.21;0.42;ARRÊT;Arrière centre;Arrière gauche
0.84;0.41;0.98;0.04;BUT;Arrière droite;Arrière droite
0.39;0.48;0.64;0.54;BUT;Arrière centre;Avant centre
0.82;0.19;0.53;0.24;PASSE INCOMPLETE;Arrière droite;Arrière centre
0.58;0.49;0.3;0.54;BUT;Arrière centre;Avant centre
0.61;0.39;0.91;0.41;INTERCEPTION;Arrière centre;Arrière droite
0.11;0.42;0.11;0.17;2 MINUTES;Arrière gauche;Arrière gauche
0.53;0.54;0.86;0.46;ARRÊT;Avant centre;Arrière droite
0.5;0.48;0.05;0.05;ARRÊT;Arrière centre;Arrière gauche
0.5;0.94;0.76;0.57;INTERCEPTION;Avant centre;Avant droite
0.53;0.49;0.39;0.33;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.3;0.39;0.93;0.45;PASSE INCOMPLETE;Arrière gauche;Arrière droite
0.83;0.44;0.51;0.5;TIR CONTRÉ;Arrière droite;Avant centre
0.32;0.45;0.28;0.53;ARRÊT;Arrière gauche;Avant centre
0.5;0.52;0.2;0.48;PIED;Avant centre;Arrière gauche
0.25;0.51;0.5;0.51;BUT;Avant centre;Avant centre
0.52;0.44;0.55;0.34;NEUTRALISATION;Arrière centre;Arrière centre
0.45;0.48;0.49;0.33;ARRÊT;Arrière centre;Arrière centre
0.42;0.47;0.42;0.33;ARRÊT;Arrière centre;Arrière centre
0.83;0.35;0.98;0.05;BUT;Arrière droite;Arrière droite
0.11;0.52;0.28;0.49;BUT;Avant gauche;Arrière gauche
0.64;0.51;0.52;0.34;2 MINUTES;Avant centre;Arrière centre
0.57;0.49;0.06;0.05;ARRÊT;Arrière centre;Arrière gauche
0.32;0.41;0.52;0.52;NEUTRALISATION;Arrière gauche;Avant centre
0.53;0.48;0.61;0.54;BUT;Arrière centre;Avant centre
0.7;0.46;0.29;0.52;ARRÊT;Arrière droite;Avant centre
0.47;0.95;0.86;0.46;BUT;Avant centre;Arrière droite
0.49;0.82;0.21;0.69;BUT;Avant centre;Avant gauche
0.7;0.82;0.76;0.49;BUT;Avant centre;Arrière droite
0.82;0.38;0.99;0.05;BUT;Arrière droite;Arrière droite
0.56;0.51;0.26;0.48;HORS CADRE;Avant centre;Arrière gauche
0.63;0.44;0.49;0.34;BUT;Arrière centre;Arrière centre
0.44;0.44;0.71;0.53;TIR CONTRÉ;Arrière centre;Avant centre
0.5;0.56;0.17;0.51;HORS CADRE;Avant centre;Avant gauche
0.34;0.47;0.21;0.48;BUT;Arrière centre;Arrière gauche
0.48;0.53;0.78;0.47;BUT;Avant centre;Arrière droite
0.68;0.51;0.86;0.44;BUT;Avant centre;Arrière droite
0.18;0.31;0.05;0.06;BUT;Arrière gauche;Arrière gauche
0.61;0.47;0.81;0.42;BUT;Arrière centre;Arrière droite
0.42;0.37;0.29;0.38;INTERCEPTION;Arrière centre;Arrière gauche
0.34;0.43;0.98;0.1;BUT;Arrière centre;Arrière droite
0.44;0.38;0.4;0.33;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.45;0.46;0.41;0.55;ARRÊT;Arrière centre;Avant centre
0.55;0.47;0.86;0.44;BUT;Arrière centre;Arrière droite
0.29;0.4;0.36;0.52;BUT;Arrière gauche;Avant centre
0.66;0.54;0.28;0.55;ARRÊT;Avant centre;Avant centre
0.64;0.54;0.28;0.55;BUT;Avant centre;Avant centre
0.19;0.41;0.06;0.05;BUT;Arrière gauche;Arrière gauche
0.49;0.45;0.75;0.44;BUT;Arrière centre;Arrière droite
0.62;0.45;0.41;0.54;BUT;Arrière centre;Avant centre
0.52;0.42;0.85;0.42;INTERCEPTION;Arrière centre;Arrière droite
0.51;0.43;0.99;0.03;POTEAU;Arrière centre;Arrière droite
0.11;0.19;0.06;0.22;ARRÊT;Arrière gauche;Arrière gauche
0.4;0.52;0.84;0.54;ARRÊT;Avant centre;Avant droite
0.49;0.95;0.18;0.69;BUT;Avant centre;Avant gauche
0.51;0.62;0.88;0.5;BUT;Avant centre;Avant droite
0.39;0.48;0.13;0.49;TIR CONTRÉ;Arrière centre;Arrière gauche
0.34;0.4;0.51;0.5;ARRÊT;Arrière centre;Avant centre
0.54;0.95;0.25;0.49;INTERCEPTION;Avant centre;Arrière gauche
0.67;0.51;0.33;0.52;ARRÊT;Avant centre;Avant centre
0.22;0.41;0.14;0.45;BUT;Arrière gauche;Arrière gauche
0.46;0.41;0.8;0.45;BUT;Arrière centre;Arrière droite
0.33;0.38;0.17;0.41;BUT;Arrière centre;Arrière gauche
0.84;0.32;0.99;0.05;ARRÊT;Arrière droite;Arrière droite
0.14;0.43;0.36;0.56;POTEAU;Arrière gauche;Avant centre
0.63;0.5;0.5;0.34;BUT;Avant centre;Arrière centre
0.81;0.37;0.71;0.3;BUT;Arrière droite;Arrière droite
0.76;0.36;0.63;0.32;ZONE;Arrière droite;Arrière centre
0.18;0.28;0.05;0.04;BUT;Arrière gauche;Arrière gauche
0.46;0.48;0.31;0.55;HORS CADRE;Arrière centre;Avant centre
0.36;0.48;0.3;0.31;NEUTRALISATION;Arrière centre;Arrière gauche
0.28;0.49;0.5;0.34;BUT;Arrière gauche;Arrière centre
0.2;0.3;0.05;0.04;2 MINUTES;Arrière gauche;Arrière gauche
0.53;0.43;0.95;0.13;BUT;Arrière centre;Arrière droite
0.72;0.49;0.62;0.33;BUT;Arrière droite;Arrière centre
0.5;0.4;0.77;0.4;BUT;Arrière centre;Arrière droite
0.44;0.51;0.92;0.45;NEUTRALISATION;Avant centre;Arrière droite
0.13;0.43;0.49;0.54;ARRÊT;Arrière gauche;Avant centre
0.14;0.44;0.51;0.56;POTEAU;Arrière gauche;Avant centre
0.49;0.54;0.13;0.46;ARRÊT;Avant centre;Arrière gauche
0.4;0.42;0.61;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.6;0.43;0.81;0.36;BUT;Arrière centre;Arrière droite
0.22;0.3;0.02;0.05;ARRÊT;Arrière gauche;Arrière gauche
0.84;0.83;0.92;0.31;BUT;Avant droite;Arrière droite
0.79;0.29;0.98;0.05;ARRÊT;Arrière droite;Arrière droite
0.61;0.5;0.9;0.36;ARRÊT;Avant centre;Arrière droite
0.52;0.7;0.88;0.5;BUT;Avant centre;Avant droite
0.39;0.46;0.4;0.33;BUT;Arrière centre;Arrière centre
0.91;0.31;0.52;0.54;ARRÊT;Arrière droite;Avant centre
0.62;0.46;0.48;0.37;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.76;0.32;0.96;0.05;ARRÊT;Arrière droite;Arrière droite
0.54;0.44;0.48;0.35;NEUTRALISATION;Arrière centre;Arrière centre
0.78;0.4;0.79;0.12;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.82;0.42;0.9;0.29;BUT;Arrière droite;Arrière droite
0.46;0.41;0.6;0.34;BUT;Arrière centre;Arrière centre
0.61;0.51;0.9;0.47;NEUTRALISATION;Avant centre;Arrière droite
0.51;0.52;0.23;0.49;NEUTRALISATION;Avant centre;Arrière gauche
0.49;0.5;0.42;0.53;POTEAU;Avant centre;Avant centre
0.86;0.45;0.45;0.53;2 MINUTES;Arrière droite;Avant centre
0.32;0.48;0.31;0.3;NEUTRALISATION;Arrière gauche;Arrière gauche
0.33;0.51;0.62;0.56;BUT;Avant centre;Avant centre
0.43;0.49;0.54;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.7;0.43;0.52;0.52;BUT;Arrière droite;Avant centre
0.84;0.48;0.33;0.56;2 MINUTES;Arrière droite;Avant centre
0.41;0.49;0.44;0.55;ARRÊT;Arrière centre;Avant centre
0.21;0.36;0.06;0.07;BUT;Arrière gauche;Arrière gauche
0.49;0.54;0.2;0.47;BUT;Avant centre;Arrière gauche
0.8;0.52;0.27;0.5;NEUTRALISATION;Avant droite;Avant centre
0.64;0.49;0.4;0.55;BUT;Arrière centre;Avant centre
0.81;0.81;0.86;0.82;BUT;Avant droite;Avant droite
0.81;0.33;0.99;0.03;NEUTRALISATION;Arrière droite;Arrière droite
0.51;0.53;0.2;0.48;BUT;Avant centre;Arrière gauche
0.72;0.46;0.7;0.52;NEUTRALISATION;Arrière droite;Avant centre
0.57;0.44;0.45;0.35;BUT;Arrière centre;Arrière centre
0.23;0.33;0.04;0.05;ARRÊT;Arrière gauche;Arrière gauche
0.23;0.33;0.14;0.02;BALLON SORTI;Arrière gauche;Arrière gauche
0.2;0.48;0.43;0.52;CONTRE;Arrière gauche;Avant centre
0.2;0.3;0.04;0.03;ARRÊT;Arrière gauche;Arrière gauche
0.46;0.5;0.2;0.46;BUT;Avant centre;Arrière gauche
0.59;0.53;0.58;0.34;PASSE INCOMPLETE;Avant centre;Arrière centre
0.86;0.4;0.8;0.25;ARRÊT;Arrière droite;Arrière droite
0.27;0.45;0.52;0.52;BUT;Arrière gauche;Avant centre
0.68;0.49;0.84;0.43;ARRÊT;Arrière droite;Arrière droite
0.16;0.28;0.04;0.05;ARRÊT;Arrière gauche;Arrière gauche
0.46;0.55;0.86;0.46;PASSAGE EN FORCE;Avant centre;Arrière droite
0.54;0.46;0.86;0.43;POTEAU;Arrière centre;Arrière droite
0.8;0.84;0.16;0.51;BUT;Avant droite;Avant gauche
0.79;0.3;0.94;0.12;ARRÊT;Arrière droite;Arrière droite
0.64;0.47;0.5;0.39;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.89;0.83;0.89;0.7;ARRÊT;Avant droite;Avant droite
0.83;0.37;0.99;0.03;BUT;Arrière droite;Arrière droite
0.52;0.6;0.13;0.57;BUT;Avant centre;Avant gauche
0.54;0.45;0.76;0.42;BUT;Arrière centre;Arrière droite
0.51;0.55;0.19;0.5;ARRÊT;Avant centre;Avant gauche
0.19;0.34;0.04;0.03;ARRÊT;Arrière gauche;Arrière gauche
0.21;0.34;0.05;0.05;BUT;Arrière gauche;Arrière gauche
0.5;0.5;0.78;0.44;BUT;Avant centre;Arrière droite
0.4;0.48;0.38;0.53;BUT;Arrière centre;Avant centre
0.51;0.5;0.98;0.04;ARRÊT;Avant centre;Arrière droite
0.68;0.47;0.86;0.44;2 MINUTES;Arrière droite;Arrière droite
0.5;0.48;0.5;0.52;BUT;Arrière centre;Avant centre
0.51;0.53;0.87;0.44;ARRÊT;Avant centre;Arrière droite
0.05;0.39;0.18;0.48;NEUTRALISATION;Arrière gauche;Arrière gauche
0.36;0.4;0.31;0.3;BUT;Arrière centre;Arrière gauche
0.48;0.46;0.3;0.3;ARRÊT;Arrière centre;Arrière gauche
0.49;0.56;0.91;0.42;2 MINUTES;Avant centre;Arrière droite
0.5;0.47;0.87;0.44;BUT;Arrière centre;Arrière droite
0.27;0.32;0.46;0.53;CONTRE;Arrière gauche;Avant centre
0.2;0.33;0.25;0.48;BUT;Arrière gauche;Arrière gauche
0.85;0.52;0.3;0.55;ARRÊT;Avant droite;Avant centre
0.91;0.16;0.94;0.37;BUT;Arrière droite;Arrière droite
0.84;0.34;0.94;0.36;NEUTRALISATION;Arrière droite;Arrière droite
0.82;0.35;0.65;0.33;PIED;Arrière droite;Arrière centre
0.95;0.17;0.82;0.24;NEUTRALISATION;Arrière droite;Arrière droite
0.51;0.45;0.77;0.45;BUT;Arrière centre;Arrière droite
0.82;0.54;0.36;0.52;PASSAGE EN FORCE;Avant droite;Avant centre
0.85;0.45;0.42;0.51;ARRÊT;Arrière droite;Avant centre
0.48;0.52;0.89;0.42;ARRÊT;Avant centre;Arrière droite
0.33;0.49;0.34;0.47;TIR CONTRÉ;Arrière centre;Arrière centre
0.53;0.5;0.17;0.17;POTEAU;Avant centre;Arrière gauche
0.17;0.4;0.26;0.29;BUT;Arrière gauche;Arrière gauche
0.62;0.51;0.42;0.31;POTEAU;Avant centre;Arrière centre
0.9;0.51;0.63;0.48;BUT;Avant droite;Arrière centre
0.16;0.39;0.16;0.16;HORS CADRE;Arrière gauche;Arrière gauche
0.11;0.35;0.17;0.15;BUT;Arrière gauche;Arrière gauche
0.48;0.73;0.24;0.6;BUT;Avant centre;Avant gauche
0.24;0.71;0.73;0.54;ARRÊT;Avant gauche;Avant centre
0.49;0.5;0.17;0.16;BUT;Avant centre;Arrière gauche
0.15;0.52;0.26;0.27;ARRÊT;Avant gauche;Arrière gauche
0.48;0.83;0.9;0.71;BUT;Avant centre;Avant droite
0.54;0.49;0.4;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.53;0.5;0.2;0.38;BUT;Avant centre;Arrière gauche
0.19;0.47;0.84;0.17;BUT;Arrière gauche;Arrière droite
0.61;0.48;0.77;0.26;BUT;Arrière centre;Arrière droite
0.55;0.49;0.3;0.29;POTEAU;Arrière centre;Arrière gauche
0.58;0.38;0.78;0.26;BUT;Arrière centre;Arrière droite
0.52;0.95;0.4;0.73;BUT;Avant centre;Avant centre
0.27;0.45;0.54;0.36;POTEAU;Arrière gauche;Arrière centre
0.43;0.5;0.66;0.47;BUT;Avant centre;Arrière droite
0.89;0.45;0.83;0.2;BUT;Arrière droite;Arrière droite
0.57;0.48;0.82;0.25;BUT;Arrière centre;Arrière droite
0.21;0.42;0.05;0.37;BUT;Arrière gauche;Arrière gauche
0.53;0.5;0.24;0.44;BUT;Avant centre;Arrière gauche
0.29;0.84;0.23;0.84;BUT;Avant centre;Avant gauche
0.48;0.47;0.28;0.6;BUT;Arrière centre;Avant centre
0.62;0.54;0.78;0.41;HORS CADRE;Avant centre;Arrière droite
0.54;0.52;0.22;0.45;NEUTRALISATION;Avant centre;Arrière gauche
0.48;0.51;0.47;0.33;BUT;Avant centre;Arrière centre
0.67;0.54;0.27;0.45;HORS CADRE;Avant centre;Arrière gauche
0.52;0.48;0.24;0.23;NEUTRALISATION;Arrière centre;Arrière gauche
0.52;0.97;0.19;0.21;BUT;Avant centre;Arrière gauche
0.86;0.49;0.74;0.29;BUT;Arrière droite;Arrière droite
0.48;0.49;0.15;0.37;BUT;Arrière centre;Arrière gauche
0.48;0.83;0.49;0.82;TIR CONTRÉ;Avant centre;Avant centre
0.46;0.5;0.51;0.33;NEUTRALISATION;Avant centre;Arrière centre
0.1;0.4;0.5;0.54;BUT;Arrière gauche;Avant centre
0.45;0.49;0.44;0.32;BUT;Arrière centre;Arrière centre
0.13;0.49;0.57;0.48;BUT;Arrière gauche;Arrière centre
0.62;0.49;0.52;0.5;BUT;Arrière centre;Avant centre
0.5;0.5;0.83;0.42;BUT;Avant centre;Arrière droite
0.18;0.45;0.62;0.34;2 MINUTES;Arrière gauche;Arrière centre
0.43;0.49;0.44;0.5;ARRÊT;Arrière centre;Avant centre
0.53;0.53;0.18;0.18;HORS CADRE;Avant centre;Arrière gauche
0.53;0.49;0.49;0.33;ARRÊT;Arrière centre;Arrière centre
0.47;0.52;0.86;0.42;BUT;Avant centre;Arrière droite
0.78;0.55;0.37;0.61;BUT;Avant droite;Avant centre
0.7;0.49;0.82;0.57;ARRÊT;Arrière droite;Avant droite
0.64;0.46;0.82;0.4;ARRÊT;Arrière centre;Arrière droite
0.86;0.4;0.58;0.48;ARRÊT;Arrière droite;Arrière centre
0.71;0.46;0.76;0.44;BUT;Arrière droite;Arrière droite
0.43;0.48;0.18;0.2;BUT;Arrière centre;Arrière gauche
0.2;0.42;0.17;0.16;BUT;Arrière gauche;Arrière gauche
0.58;0.49;0.54;0.51;ARRÊT;Arrière centre;Avant centre
0.58;0.49;0.28;0.45;BUT;Arrière centre;Arrière gauche
0.96;0.24;0.72;0.47;BUT;Arrière droite;Arrière droite
0.36;0.56;0.69;0.58;ARRÊT;Avant centre;Avant centre
0.41;0.47;0.85;0.16;BUT;Arrière centre;Arrière droite
0.91;0.48;0.44;0.48;HORS CADRE;Arrière droite;Arrière centre
0.1;0.42;0.42;0.48;CARTON JAUNE;Arrière gauche;Arrière centre
0.52;0.47;0.73;0.32;BUT;Arrière centre;Arrière droite
0.5;0.5;0.54;0.35;BUT;Avant centre;Arrière centre
0.57;0.51;0.74;0.3;BUT;Avant centre;Arrière droite
0.96;0.34;0.96;0.41;TIR CONTRÉ;Arrière droite;Arrière droite
0.4;0.5;0.66;0.47;BUT;Avant centre;Arrière droite
0.45;0.5;0.48;0.32;BUT;Avant centre;Arrière centre
0.03;0.2;0.18;0.39;BUT;Arrière gauche;Arrière gauche
0.55;0.51;0.16;0.16;ARRÊT;Avant centre;Arrière gauche
0.5;0.49;0.64;0.31;HORS CADRE;Arrière centre;Arrière centre
0.73;0.47;0.6;0.37;NEUTRALISATION;Arrière droite;Arrière centre
0.92;0.46;0.87;0.14;BUT;Arrière droite;Arrière droite
0.5;0.52;0.88;0.57;TIR CONTRÉ;Avant centre;Avant droite
0.56;0.51;0.26;0.45;BUT;Avant centre;Arrière gauche
0.53;0.8;0.22;0.72;BUT;Avant centre;Avant gauche
0.98;0.44;0.47;0.51;BUT;Arrière droite;Avant centre
0.5;0.5;0.3;0.55;ARRÊT;Avant centre;Avant centre
0.36;0.86;0.53;0.86;BUT;Avant centre;Avant centre
0.61;0.49;0.51;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.52;0.72;0.91;0.48;BUT;Avant centre;Arrière droite
0.17;0.6;0.78;0.26;ARRÊT;Avant gauche;Arrière droite
0.84;0.48;0.5;0.48;TIR CONTRÉ;Arrière droite;Arrière centre
0.42;0.49;0.75;0.32;BUT;Arrière centre;Arrière droite
0.53;0.49;0.32;0.46;BUT;Arrière centre;Arrière gauche
0.52;0.54;0.93;0.56;BUT;Avant centre;Avant droite
0.16;0.4;0.39;0.53;HORS CADRE;Arrière gauche;Avant centre
0.79;0.45;0.69;0.49;ARRÊT;Arrière droite;Arrière droite
0.62;0.49;0.37;0.5;BUT;Arrière centre;Avant centre
0.88;0.55;0.49;0.32;ZONE;Avant droite;Arrière centre
0.52;0.5;0.48;0.33;BUT;Avant centre;Arrière centre
0.4;0.82;0.33;0.3;ARRÊT;Avant centre;Arrière centre
0.66;0.49;0.71;0.31;BUT;Arrière droite;Arrière droite
0.86;0.39;0.84;0.14;BUT;Arrière droite;Arrière droite
0.62;0.47;0.7;0.43;BUT;Arrière centre;Arrière droite
0.69;0.44;0.52;0.34;BUT;Arrière droite;Arrière centre
0.51;0.49;0.72;0.48;ARRÊT;Arrière centre;Arrière droite
0.51;0.93;0.13;0.61;ARRÊT;Avant centre;Avant gauche
0.68;0.45;0.48;0.32;ARRÊT;Arrière droite;Arrière centre
0.48;0.56;0.49;0.33;ARRÊT;Avant centre;Arrière centre
0.46;0.83;0.37;0.31;BUT;Avant centre;Arrière centre
0.16;0.4;0.18;0.16;ARRÊT;Arrière gauche;Arrière gauche
0.18;0.41;0.34;0.32;BUT;Arrière gauche;Arrière centre
0.36;0.48;0.45;0.34;NEUTRALISATION;Arrière centre;Arrière centre
0.48;0.82;0.04;0.59;BUT;Avant centre;Avant gauche
0.14;0.37;0.16;0.15;BUT;Arrière gauche;Arrière gauche
0.64;0.56;0.16;0.15;BUT;Avant centre;Arrière gauche
0.6;0.54;0.56;0.57;BUT;Avant centre;Avant centre
0.47;0.52;0.2;0.43;ARRÊT;Avant centre;Arrière gauche
0.56;0.55;0.88;0.39;BUT;Avant centre;Arrière droite
0.8;0.46;0.83;0.2;BUT;Arrière droite;Arrière droite
0.89;0.5;0.66;0.45;BUT;Avant droite;Arrière droite
0.86;0.4;0.86;0.15;BUT;Arrière droite;Arrière droite
0.47;0.51;0.47;0.34;BUT;Avant centre;Arrière centre
0.05;0.81;0.36;0.34;BUT;Avant gauche;Arrière centre
0.18;0.48;0.64;0.49;TIR CONTRÉ;Arrière gauche;Arrière centre
0.32;0.53;0.63;0.47;BUT;Avant centre;Arrière centre
0.6;0.54;0.82;0.22;BUT;Avant centre;Arrière droite
0.5;0.51;0.12;0.51;BUT;Avant centre;Avant gauche
0.46;0.5;0.8;0.43;BUT;Avant centre;Arrière droite
0.47;0.49;0.83;0.41;BUT;Arrière centre;Arrière droite
0.54;0.49;0.37;0.47;BUT;Arrière centre;Arrière centre
0.74;0.48;0.82;0.44;POTEAU;Arrière droite;Arrière droite
0.89;0.42;0.83;0.2;BUT;Arrière droite;Arrière droite
0.65;0.47;0.44;0.49;BUT;Arrière centre;Arrière centre
0.54;0.48;0.48;0.33;BUT;Arrière centre;Arrière centre
0.44;0.5;0.43;0.34;2 MINUTES;Avant centre;Arrière centre
0.56;0.5;0.84;0.34;ARRÊT;Avant centre;Arrière droite
0.29;0.47;0.34;0.32;BUT;Arrière gauche;Arrière centre
0.11;0.48;0.51;0.48;BUT;Arrière gauche;Arrière centre
0.52;0.5;0.58;0.5;PASSE INCOMPLETE;Avant centre;Avant centre
0.92;0.83;0.56;0.71;BUT;Avant droite;Avant centre
0.48;0.49;0.78;0.44;BUT;Arrière centre;Arrière droite
0.38;0.52;0.5;0.33;ARRÊT;Avant centre;Arrière centre
0.33;0.47;0.27;0.27;BUT;Arrière centre;Arrière gauche
0.54;0.5;0.82;0.43;BUT;Avant centre;Arrière droite
0.16;0.42;0.16;0.15;BUT;Arrière gauche;Arrière gauche
0.54;0.47;0.81;0.38;BUT;Arrière centre;Arrière droite
0.4;0.49;0.24;0.28;ARRÊT;Arrière centre;Arrière gauche
0.48;0.51;0.7;0.43;BUT;Avant centre;Arrière droite
0.33;0.81;0.26;0.27;BUT;Avant centre;Arrière gauche
0.32;0.49;0.2;0.2;BUT;Arrière gauche;Arrière gauche
0.55;0.49;0.46;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.16;0.43;0.56;0.49;TIR CONTRÉ;Arrière gauche;Arrière centre
0.69;0.46;0.56;0.49;HORS CADRE;Arrière droite;Arrière centre
0.13;0.5;0.52;0.49;ARRÊT;Avant gauche;Arrière centre
0.48;0.46;0.77;0.45;ARRÊT;Arrière centre;Arrière droite
0.48;0.48;0.67;0.46;BUT;Arrière centre;Arrière droite
0.64;0.48;0.46;0.46;BUT;Arrière centre;Arrière centre
0.18;0.4;0.16;0.14;ARRÊT;Arrière gauche;Arrière gauche
0.87;0.51;0.73;0.29;BUT;Avant droite;Arrière droite
0.38;0.6;0.05;0.49;ARRÊT;Avant centre;Arrière gauche
0.54;0.5;0.16;0.41;BUT;Avant centre;Arrière gauche
0.87;0.5;0.38;0.48;BUT;Avant droite;Arrière centre
0.92;0.57;0.03;0.04;ARRÊT;Avant droite;Arrière gauche
0.8;0.44;0.78;0.28;NEUTRALISATION;Arrière droite;Arrière droite
0.66;0.49;0.34;0.59;BUT;Arrière droite;Avant centre
0.79;0.5;0.69;0.31;ARRÊT;Avant droite;Arrière droite
0.53;0.43;0.82;0.48;BUT;Arrière centre;Arrière droite
0.27;0.44;0.29;0.54;BUT;Arrière gauche;Avant centre
0.11;0.42;0.2;0.47;ARRÊT;Arrière gauche;Arrière gauche
0.53;0.42;0.79;0.41;BUT;Arrière centre;Arrière droite
0.24;0.33;0.04;0.05;ARRÊT;Arrière gauche;Arrière gauche
0.52;0.43;0.64;0.52;BUT;Arrière centre;Avant centre
0.73;0.31;0.94;0.09;BUT;Arrière droite;Arrière droite
0.88;0.33;0.79;0.25;BUT;Arrière droite;Arrière droite
0.59;0.48;0.4;0.58;TIR CONTRÉ;Arrière centre;Avant centre
0.49;0.64;0.89;0.48;BUT;Avant centre;Arrière droite
0.38;0.47;0.21;0.41;ARRÊT;Arrière centre;Arrière gauche
0.44;0.52;0.23;0.48;ARRÊT;Avant centre;Arrière gauche
0.52;0.85;0.79;0.51;BUT;Avant centre;Avant droite
0.45;0.43;0.53;0.35;ARRÊT;Arrière centre;Arrière centre
0.26;0.36;0.47;0.33;BUT;Arrière gauche;Arrière centre
0.29;0.41;0.14;0.25;INTERCEPTION;Arrière gauche;Arrière gauche
0.73;0.48;0.66;0.33;BUT;Arrière droite;Arrière droite
0.71;0.47;0.88;0.41;INTERCEPTION;Arrière droite;Arrière droite
0.9;0.5;0.48;0.6;BUT;Avant droite;Avant centre
0.4;0.52;0.5;0.39;INTERCEPTION;Avant centre;Arrière centre
0.52;0.71;0.76;0.7;BUT;Avant centre;Avant droite
