X_DEPART;Y_DEPART;X_ARRIVEE;Y_ARRIVEE;LB_RESULTAT_DETAIL;ZONE_PASSEUR;ZONE_RECEPTEUR
0.19;0.47;0.68;0.57;BUT;Arrière gauche;Avant centre
0.1;0.7;0.18;0.4;BUT;Avant gauche;Arrière gauche
0.51;0.47;0.36;0.55;CONTRE;Arrière centre;Avant centre
0.18;0.83;0.13;0.57;ARRÊT;Avant gauche;Avant gauche
0.37;0.4;0.66;0.52;TIR CONTRÉ;Arrière centre;Avant centre
0.62;0.53;0.81;0.48;BUT;Avant centre;Arrière droite
0.77;0.52;0.18;0.56;ARRÊT;Avant droite;Avant gauche
0.43;0.43;0.31;0.52;CONTRE;Arrière centre;Avant centre
0.52;0.47;0.37;0.54;HORS CADRE;Arrière centre;Avant centre
0.48;0.49;0.97;0.1;BUT;Arrière centre;Arrière droite
0.25;0.31;0.06;0.1;BUT;Arrière gauche;Arrière gauche
0.67;0.38;0.64;0.55;CONTRE;Arrière droite;Avant centre
0.51;0.48;0.39;0.54;BUT;Arrière centre;Avant centre
0.52;0.84;0.14;0.7;ARRÊT;Avant centre;Avant gauche
0.51;0.82;0.17;0.57;BUT;Avant centre;Avant gauche
0.38;0.38;0.24;0.44;BUT;Arrière centre;Arrière gauche
0.79;0.4;0.9;0.4;HORS CADRE;Arrière droite;Arrière droite
0.37;0.42;0.14;0.24;ARRÊT;Arrière centre;Arrière gauche
0.55;0.57;0.49;0.6;ARRÊT;Avant centre;Avant centre
0.23;0.32;0.05;0.1;POTEAU;Arrière gauche;Arrière gauche
0.47;0.56;0.2;0.5;HORS CADRE;Avant centre;Avant gauche
0.46;0.41;0.28;0.51;BUT;Arrière centre;Avant centre
0.46;0.43;0.32;0.51;BUT;Arrière centre;Avant centre
0.28;0.49;0.54;0.53;ARRÊT;Arrière gauche;Avant centre
0.24;0.33;0.06;0.08;NEUTRALISATION;Arrière gauche;Arrière gauche
0.88;0.28;0.99;0.03;ARRÊT;Arrière droite;Arrière droite
0.78;0.49;0.5;0.5;BUT;Arrière droite;Avant centre
0.38;0.51;0.54;0.58;BUT;Avant centre;Avant centre
0.52;0.5;0.19;0.47;BUT;Avant centre;Arrière gauche
0.17;0.47;0.51;0.61;ARRÊT;Arrière gauche;Avant centre
0.27;0.52;0.52;0.67;ARRÊT;Avant centre;Avant centre
0.11;0.44;0.02;0.19;BUT;Arrière gauche;Arrière gauche
0.54;0.5;0.27;0.52;BUT;Avant centre;Avant centre
0.5;0.82;0.68;0.82;BUT;Avant centre;Avant centre
0.76;0.54;0.36;0.63;ARRÊT;Avant droite;Avant centre
0.2;0.41;0.52;0.57;BUT;Arrière gauche;Avant centre
0.68;0.56;0.18;0.57;BUT;Avant centre;Avant gauche
0.01;0.24;0.19;0.52;BUT;Arrière gauche;Avant gauche
0.44;0.46;0.46;0.59;BUT;Arrière centre;Avant centre
0.21;0.39;0.02;0.03;BUT;Arrière gauche;Arrière gauche
0.82;0.51;0.38;0.52;HORS CADRE;Avant droite;Avant centre
0.33;0.82;0.23;0.82;BUT;Avant centre;Avant gauche
0.44;0.94;0.55;0.55;BUT;Avant centre;Avant centre
0.11;0.43;0.52;0.6;ARRÊT;Arrière gauche;Avant centre
0.92;0.48;0.55;0.52;BUT;Arrière droite;Avant centre
0.54;0.51;0.84;0.5;BUT;Avant centre;Avant droite
0.48;0.47;0.97;0.05;BUT;Arrière centre;Arrière droite
0.18;0.34;0.02;0.03;BUT;Arrière gauche;Arrière gauche
0.06;0.24;0.03;0.03;BUT;Arrière gauche;Arrière gauche
0.54;0.43;0.26;0.41;BUT;Arrière centre;Arrière gauche
0.88;0.49;0.52;0.61;ARRÊT;Arrière droite;Avant centre
0.76;0.44;0.48;0.57;ARRÊT;Arrière droite;Avant centre
0.93;0.43;0.37;0.62;BUT;Arrière droite;Avant centre
0.67;0.39;0.73;0.52;BUT;Arrière droite;Avant centre
0.51;0.47;0.81;0.44;BUT;Arrière centre;Arrière droite
0.64;0.61;0.07;0.36;ARRÊT;Avant centre;Arrière gauche
0.54;0.54;0.18;0.47;BUT;Avant centre;Arrière gauche
0.67;0.52;0.12;0.46;BUT;Avant centre;Arrière gauche
0.26;0.54;0.03;0.07;BUT;Avant centre;Arrière gauche
0.51;0.69;0.8;0.69;BUT;Avant centre;Avant droite
0.15;0.51;0.48;0.52;ARRÊT;Avant gauche;Avant centre
0.46;0.95;0.18;0.36;BUT;Avant centre;Arrière gauche
0.59;0.5;0.25;0.58;POTEAU;Avant centre;Avant centre
0.18;0.42;0.51;0.52;BUT;Arrière gauche;Avant centre
0.78;0.5;0.76;0.55;POTEAU;Avant droite;Avant droite
0.3;0.51;0.76;0.6;BUT;Avant centre;Avant droite
0.32;0.46;0.36;0.58;BUT;Arrière gauche;Avant centre
0.02;0.23;0.12;0.48;BUT;Arrière gauche;Arrière gauche
0.93;0.31;0.99;0.03;POTEAU;Arrière droite;Arrière droite
0.5;0.47;0.86;0.38;HORS CADRE;Arrière centre;Arrière droite
0.28;0.48;0.64;0.6;BUT;Arrière gauche;Avant centre
0.52;0.45;0.77;0.41;BUT;Arrière centre;Arrière droite
0.82;0.44;0.82;0.57;ARRÊT;Arrière droite;Avant droite
0.59;0.5;0.44;0.49;ARRÊT;Avant centre;Arrière centre
0.44;0.52;0.97;0.36;ARRÊT;Avant centre;Arrière droite
0.92;0.44;0.5;0.48;ARRÊT;Arrière droite;Arrière centre
0.49;0.5;0.85;0.44;BUT;Avant centre;Arrière droite
0.21;0.44;0.17;0.14;BUT;Arrière gauche;Arrière gauche
0.73;0.51;0.44;0.33;BUT;Avant centre;Arrière centre
0.16;0.49;0.18;0.16;BUT;Arrière gauche;Arrière gauche
0.53;0.48;0.17;0.38;ARRÊT;Arrière centre;Arrière gauche
0.26;0.83;0.78;0.71;NEUTRALISATION;Avant centre;Avant droite
0.47;0.56;0.85;0.42;POTEAU;Avant centre;Arrière droite
0.8;0.41;0.7;0.43;BUT;Arrière droite;Arrière droite
0.9;0.48;0.51;0.44;ARRÊT;Arrière droite;Arrière centre
0.48;0.59;0.52;0.31;ARRÊT;Avant centre;Arrière centre
0.12;0.46;0.43;0.47;BUT;Arrière gauche;Arrière centre
0.32;0.46;0.29;0.45;BUT;Arrière gauche;Arrière gauche
0.76;0.55;0.35;0.47;ARRÊT;Avant droite;Arrière centre
0.5;0.84;0.52;0.85;BUT;Avant centre;Avant centre
0.19;0.46;0.35;0.31;ARRÊT;Arrière gauche;Arrière centre
0.61;0.48;0.39;0.49;BUT;Arrière centre;Arrière centre
0.52;0.96;0.24;0.26;ARRÊT;Avant centre;Arrière gauche
0.53;0.52;0.24;0.3;NEUTRALISATION;Avant centre;Arrière gauche
0.48;0.49;0.46;0.53;BUT;Arrière centre;Avant centre
0.5;0.83;0.93;0.71;BUT;Avant centre;Avant droite
0.17;0.44;0.36;0.47;ARRÊT;Arrière gauche;Arrière centre
0.49;0.95;0.95;0.51;ARRÊT;Avant centre;Avant droite
0.51;0.85;0.9;0.56;ARRÊT;Avant centre;Avant droite
0.14;0.5;0.5;0.49;TIR CONTRÉ;Avant gauche;Arrière centre
0.5;0.48;0.24;0.27;POTEAU;Arrière centre;Arrière gauche
0.66;0.48;0.49;0.33;BUT;Arrière droite;Arrière centre
0.49;0.51;0.9;0.38;BUT;Avant centre;Arrière droite
0.56;0.48;0.44;0.48;ARRÊT;Arrière centre;Arrière centre
0.5;0.94;0.07;0.7;ARRÊT;Avant centre;Avant gauche
0.19;0.42;0.18;0.16;BUT;Arrière gauche;Arrière gauche
0.87;0.47;0.75;0.28;BUT;Arrière droite;Arrière droite
0.94;0.45;0.62;0.51;BUT;Arrière droite;Avant centre
0.49;0.51;0.5;0.33;BUT;Avant centre;Arrière centre
0.3;0.45;0.16;0.14;BUT;Arrière gauche;Arrière gauche
0.97;0.34;0.76;0.28;HORS CADRE;Arrière droite;Arrière droite
0.47;0.47;0.64;0.31;BUT;Arrière centre;Arrière centre
0.44;0.47;0.39;0.31;BUT;Arrière centre;Arrière centre
0.54;0.5;0.2;0.41;TIR CONTRÉ;Avant centre;Arrière gauche
0.51;0.39;0.27;0.24;ZONE;Arrière centre;Arrière gauche
0.22;0.42;0.16;0.13;HORS CADRE;Arrière gauche;Arrière gauche
0.65;0.5;0.47;0.33;BUT;Avant centre;Arrière centre
0.56;0.5;0.49;0.33;NEUTRALISATION;Avant centre;Arrière centre
0.46;0.5;0.82;0.41;ARRÊT;Avant centre;Arrière droite
0.65;0.58;0.47;0.49;TIR CONTRÉ;Avant centre;Arrière centre
0.42;0.49;0.47;0.33;ARRÊT;Arrière centre;Arrière centre
0.85;0.38;0.84;0.16;BUT;Arrière droite;Arrière droite
0.32;0.47;0.36;0.32;NEUTRALISATION;Arrière gauche;Arrière centre
0.54;0.51;0.82;0.43;HORS CADRE;Avant centre;Arrière droite
0.57;0.83;0.8;0.82;BUT;Avant centre;Avant droite
0.48;0.51;0.42;0.58;BUT;Avant centre;Avant centre
0.88;0.54;0.65;0.46;ARRÊT;Avant droite;Arrière centre
0.27;0.45;0.24;0.25;BUT;Arrière gauche;Arrière gauche
0.37;0.55;0.66;0.51;TIR CONTRÉ;Avant centre;Avant centre
0.65;0.96;0.22;0.44;ARRÊT;Avant centre;Arrière gauche
0.19;0.4;0.2;0.18;BUT;Arrière gauche;Arrière gauche
0.25;0.45;0.18;0.17;BUT;Arrière gauche;Arrière gauche
0.46;0.51;0.3;0.3;BUT;Avant centre;Arrière gauche
0.49;0.47;0.66;0.46;BUT;Arrière centre;Arrière droite
0.5;0.49;0.54;0.49;ARRÊT;Arrière centre;Arrière centre
0.32;0.5;0.61;0.5;HORS CADRE;Avant centre;Avant centre
0.48;0.49;0.46;0.55;BUT;Arrière centre;Avant centre
0.59;0.5;0.66;0.55;TIR CONTRÉ;Avant centre;Avant centre
0.21;0.41;0.72;0.28;BUT;Arrière gauche;Arrière droite
0.49;0.71;0.2;0.42;ARRÊT;Avant centre;Arrière gauche
0.6;0.5;0.35;0.31;BUT;Avant centre;Arrière centre
0.49;0.52;0.18;0.43;BUT;Avant centre;Arrière gauche
0.84;0.41;0.86;0.14;ARRÊT;Arrière droite;Arrière droite
0.5;0.51;0.35;0.31;NEUTRALISATION;Avant centre;Arrière centre
0.47;0.51;0.18;0.46;BUT;Avant centre;Arrière gauche
0.51;0.53;0.09;0.45;ARRÊT;Avant centre;Arrière gauche
0.36;0.4;0.56;0.33;BUT;Arrière centre;Arrière centre
0.18;0.41;0.48;0.48;HORS CADRE;Arrière gauche;Arrière centre
0.19;0.41;0.17;0.15;HORS CADRE;Arrière gauche;Arrière gauche
0.41;0.47;0.5;0.49;BUT;Arrière centre;Arrière centre
0.4;0.47;0.5;0.47;2 MINUTES;Arrière centre;Arrière centre
0.76;0.5;0.34;0.48;BUT;Avant droite;Arrière centre
0.59;0.49;0.72;0.47;ARRÊT;Arrière centre;Arrière droite
0.5;0.94;0.46;0.82;BUT;Avant centre;Avant centre
0.68;0.47;0.56;0.33;BUT;Arrière droite;Arrière centre
0.17;0.3;0.15;0.11;HORS CADRE;Arrière gauche;Arrière gauche
0.46;0.5;0.8;0.42;ARRÊT;Avant centre;Arrière droite
0.68;0.5;0.52;0.33;BUT;Avant centre;Arrière centre
0.3;0.52;0.3;0.29;NEUTRALISATION;Avant centre;Arrière gauche
0.71;0.48;0.66;0.47;BUT;Arrière droite;Arrière droite
0.15;0.5;0.6;0.48;BUT;Avant gauche;Arrière centre
0.76;0.44;0.84;0.16;BUT;Arrière droite;Arrière droite
0.62;0.48;0.6;0.48;BUT;Arrière centre;Arrière centre
0.86;0.39;0.71;0.3;ARRÊT;Arrière droite;Arrière droite
0.64;0.53;0.25;0.25;BUT;Avant centre;Arrière gauche
0.56;0.48;0.37;0.33;POTEAU;Arrière centre;Arrière centre
0.36;0.5;0.29;0.3;BUT;Avant centre;Arrière gauche
0.65;0.43;0.4;0.5;ARRÊT;Arrière centre;Avant centre
0.62;0.49;0.64;0.53;TIR CONTRÉ;Arrière centre;Avant centre
0.24;0.44;0.04;0.1;BUT;Arrière gauche;Arrière gauche
0.37;0.47;0.39;0.55;BUT;Arrière centre;Avant centre
0.53;0.56;0.84;0.5;ARRÊT;Avant centre;Avant droite
0.72;0.59;0.26;0.5;ARRÊT;Avant centre;Avant centre
0.66;0.42;0.26;0.4;ARRÊT;Arrière droite;Arrière gauche
0.5;0.48;0.53;0.54;BUT;Arrière centre;Avant centre
0.56;0.41;0.76;0.43;BUT;Arrière centre;Arrière droite
0.75;0.45;0.86;0.53;BUT;Arrière droite;Avant droite
0.82;0.29;0.97;0.05;BUT;Arrière droite;Arrière droite
0.21;0.47;0.04;0.06;BUT;Arrière gauche;Arrière gauche
0.82;0.36;0.98;0.06;BUT;Arrière droite;Arrière droite
0.74;0.71;0.98;0.3;ARRÊT;Avant centre;Arrière droite
0.65;0.4;0.82;0.39;BUT;Arrière centre;Arrière droite
0.45;0.47;0.32;0.45;BUT;Arrière centre;Arrière gauche
0.34;0.53;0.08;0.37;BUT;Avant centre;Arrière gauche
0.49;0.57;0.69;0.56;BUT;Avant centre;Avant centre
0.37;0.42;0.25;0.42;BUT;Arrière centre;Arrière gauche
0.55;0.41;0.76;0.41;BUT;Arrière centre;Arrière droite
0.51;0.48;0.6;0.57;TIR CONTRÉ;Arrière centre;Avant centre
0.17;0.4;0.02;0.05;BUT;Arrière gauche;Arrière gauche
0.22;0.34;0.04;0.06;BUT;Arrière gauche;Arrière gauche
0.55;0.49;0.67;0.57;HORS CADRE;Arrière centre;Avant centre
0.53;0.48;0.42;0.57;BUT;Arrière centre;Avant centre
0.51;0.49;0.7;0.55;ARRÊT;Arrière centre;Avant centre
0.51;0.71;0.22;0.54;BUT;Avant centre;Avant gauche
0.8;0.45;0.96;0.04;ARRÊT;Arrière droite;Arrière droite
0.53;0.71;0.16;0.53;ARRÊT;Avant centre;Avant gauche
0.75;0.42;0.98;0.05;ARRÊT;Arrière droite;Arrière droite
0.31;0.42;0.5;0.53;BUT;Arrière gauche;Avant centre
0.52;0.48;0.84;0.49;BUT;Arrière centre;Arrière droite
0.32;0.54;0.76;0.5;BUT;Avant centre;Avant droite
0.51;0.83;0.52;0.7;ARRÊT;Avant centre;Avant centre
0.48;0.45;0.64;0.45;POTEAU;Arrière centre;Arrière centre
0.15;0.84;0.08;0.38;BUT;Avant gauche;Arrière gauche
0.51;0.6;0.09;0.44;BUT;Avant centre;Arrière gauche
0.25;0.45;0.08;0.11;BUT;Arrière gauche;Arrière gauche
0.53;0.48;0.44;0.42;BUT;Arrière centre;Arrière centre
0.54;0.49;0.72;0.54;ARRÊT;Arrière centre;Avant centre
0.45;0.42;0.31;0.46;BUT;Arrière centre;Arrière gauche
0.45;0.49;0.38;0.7;BUT;Arrière centre;Avant centre
0.73;0.47;0.47;0.62;BUT;Arrière droite;Avant centre
0.46;0.55;0.12;0.44;BUT;Avant centre;Arrière gauche
0.5;0.83;0.51;0.71;BUT;Avant centre;Avant centre
0.74;0.44;0.48;0.52;ARRÊT;Arrière droite;Avant centre
0.5;0.82;0.52;0.71;ARRÊT;Avant centre;Avant centre
0.8;0.36;0.99;0.06;BUT;Arrière droite;Arrière droite
0.35;0.5;0.98;0.05;BUT;Avant centre;Arrière droite
0.68;0.47;0.34;0.45;ARRÊT;Arrière droite;Arrière centre
0.51;0.94;0.83;0.81;BUT;Avant centre;Avant droite
0.54;0.49;0.72;0.53;ARRÊT;Arrière centre;Avant centre
0.85;0.81;0.4;0.7;BUT;Avant droite;Avant centre
0.14;0.39;0.05;0.04;BUT;Arrière gauche;Arrière gauche
0.15;0.47;0.46;0.6;BUT;Arrière gauche;Avant centre
0.22;0.42;0.07;0.13;BUT;Arrière gauche;Arrière gauche
0.52;0.49;0.37;0.5;HORS CADRE;Arrière centre;Avant centre
0.06;0.06;0.25;0.52;BUT;Arrière gauche;Avant centre
0.59;0.48;0.66;0.55;BUT;Arrière centre;Avant centre
0.3;0.52;0.16;0.34;BUT;Avant centre;Arrière gauche
0.51;0.54;0.25;0.52;BUT;Avant centre;Avant centre
0.62;0.56;0.38;0.54;ARRÊT;Avant centre;Avant centre
0.72;0.48;0.88;0.51;POTEAU;Arrière droite;Avant droite
0.5;0.71;0.84;0.7;BUT;Avant centre;Avant droite
0.73;0.39;0.86;0.36;BUT;Arrière droite;Arrière droite
0.49;0.5;0.74;0.51;HORS CADRE;Avant centre;Avant centre
0.54;0.51;0.28;0.42;BUT;Avant centre;Arrière gauche
0.31;0.4;0.14;0.4;ARRÊT;Arrière gauche;Arrière gauche
0.73;0.41;0.52;0.52;BUT;Arrière droite;Avant centre
0.36;0.52;0.15;0.43;2 MINUTES;Avant centre;Arrière gauche
0.69;0.48;0.89;0.46;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.51;0.54;0.2;0.45;NEUTRALISATION;Avant centre;Arrière gauche
0.39;0.52;0.78;0.42;BUT;Avant centre;Arrière droite
0.63;0.55;0.34;0.5;TIR CONTRÉ;Avant centre;Avant centre
0.45;0.53;0.23;0.41;POTEAU;Avant centre;Arrière gauche
0.5;0.94;0.19;0.57;BUT;Avant centre;Avant gauche
0.56;0.43;0.87;0.19;INTERCEPTION;Arrière centre;Arrière droite
0.35;0.39;0.26;0.27;BUT;Arrière centre;Arrière gauche
0.52;0.4;0.87;0.44;2 MINUTES;Arrière centre;Arrière droite
0.84;0.46;0.49;0.53;NEUTRALISATION;Arrière droite;Avant centre
0.61;0.4;0.8;0.32;BUT;Arrière centre;Arrière droite
0.22;0.37;0.28;0.28;NEUTRALISATION;Arrière gauche;Arrière gauche
0.28;0.35;0.5;0.55;BUT;Arrière gauche;Avant centre
0.43;0.53;0.58;0.55;TIR CONTRÉ;Avant centre;Avant centre
0.52;0.7;0.44;0.6;BUT;Avant centre;Avant centre
0.43;0.49;0.34;0.31;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.51;0.82;0.28;0.54;BUT;Avant centre;Avant centre
0.73;0.49;0.89;0.47;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.21;0.42;0.14;0.49;ARRÊT;Arrière gauche;Arrière gauche
0.62;0.42;0.49;0.36;NEUTRALISATION;Arrière centre;Arrière centre
0.77;0.5;0.42;0.5;TIR CONTRÉ;Avant droite;Avant centre
0.51;0.44;0.78;0.4;BUT;Arrière centre;Arrière droite
0.78;0.49;0.47;0.56;BUT;Arrière droite;Avant centre
0.5;0.5;0.8;0.4;POTEAU;Avant centre;Arrière droite
0.32;0.4;0.26;0.52;TIR CONTRÉ;Arrière gauche;Avant centre
0.49;0.47;0.8;0.42;BUT;Arrière centre;Arrière droite
0.27;0.3;0.07;0.07;BUT;Arrière gauche;Arrière gauche
0.29;0.42;0.11;0.43;ARRÊT;Arrière gauche;Arrière gauche
0.7;0.43;0.64;0.33;ARRÊT;Arrière droite;Arrière centre
0.84;0.3;0.97;0.05;ARRÊT;Arrière droite;Arrière droite
0.75;0.52;0.02;0.46;BALLON SORTI;Avant droite;Arrière gauche
0.47;0.47;0.57;0.36;BUT;Arrière centre;Arrière centre
0.5;0.94;0.69;0.55;BUT;Avant centre;Avant centre
0.51;0.5;0.26;0.51;PASSAGE EN FORCE;Avant centre;Avant centre
0.51;0.49;0.36;0.51;TIR CONTRÉ;Arrière centre;Avant centre
0.17;0.46;0.6;0.57;BUT;Arrière gauche;Avant centre
0.22;0.41;0.04;0.04;BUT;Arrière gauche;Arrière gauche
0.24;0.35;0.04;0.05;BUT;Arrière gauche;Arrière gauche
0.85;0.45;0.61;0.54;ARRÊT;Arrière droite;Avant centre
0.51;0.5;0.78;0.47;BUT;Avant centre;Arrière droite
0.14;0.48;0.35;0.54;HORS CADRE;Arrière gauche;Avant centre
0.46;0.48;0.49;0.34;BUT;Arrière centre;Arrière centre
0.8;0.31;0.98;0.05;NEUTRALISATION;Arrière droite;Arrière droite
0.24;0.37;0.04;0.05;ARRÊT;Arrière gauche;Arrière gauche
0.34;0.43;0.5;0.35;NEUTRALISATION;Arrière centre;Arrière centre
0.29;0.54;0.1;0.45;BUT;Avant centre;Arrière gauche
0.37;0.48;0.02;0.43;BALLON SORTI;Arrière centre;Arrière gauche
0.3;0.38;0.25;0.27;BUT;Arrière gauche;Arrière gauche
0.77;0.47;0.82;0.51;ARRÊT;Arrière droite;Avant droite
0.21;0.42;0.05;0.05;BUT;Arrière gauche;Arrière gauche
0.62;0.5;0.4;0.57;ARRÊT;Avant centre;Avant centre
0.47;0.42;0.3;0.42;PASSAGE EN FORCE;Arrière centre;Arrière gauche
0.44;0.44;0.49;0.34;BUT;Arrière centre;Arrière centre
0.71;0.48;0.5;0.34;CARTON JAUNE;Arrière droite;Arrière centre
0.17;0.29;0.04;0.03;2 MINUTES;Arrière gauche;Arrière gauche
0.61;0.5;0.5;0.35;NEUTRALISATION;Avant centre;Arrière centre
0.7;0.43;0.83;0.49;TIR CONTRÉ;Arrière droite;Arrière droite
0.49;0.5;0.23;0.49;BUT;Avant centre;Arrière gauche
0.51;0.5;0.27;0.57;BUT;Avant centre;Avant centre
0.9;0.48;0.5;0.7;BUT;Arrière droite;Avant centre
0.76;0.31;0.97;0.03;BALLON SORTI;Arrière droite;Arrière droite
0.52;0.5;0.53;0.4;BUT;Avant centre;Arrière centre
0.49;0.53;0.82;0.48;NEUTRALISATION;Avant centre;Arrière droite
0.61;0.55;0.43;0.5;ARRÊT;Avant centre;Avant centre
0.48;0.49;0.85;0.46;PASSE INCOMPLETE;Arrière centre;Arrière droite
0.38;0.49;0.46;0.34;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.5;0.96;0.88;0.39;INTERCEPTION;Avant centre;Arrière droite
0.6;0.5;0.84;0.44;NEUTRALISATION;Avant centre;Arrière droite
0.5;0.45;0.84;0.46;BUT;Arrière centre;Arrière droite
0.52;0.71;0.5;0.71;PASSE INCOMPLETE;Avant centre;Avant centre
0.23;0.41;0.11;0.02;BALLON SORTI;Arrière gauche;Arrière gauche
0.6;0.5;0.52;0.34;NEUTRALISATION;Avant centre;Arrière centre
0.27;0.36;0.36;0.53;BUT;Arrière gauche;Avant centre
0.49;0.52;0.9;0.48;INTERCEPTION;Avant centre;Arrière droite
0.52;0.44;0.82;0.47;BUT;Arrière centre;Arrière droite
0.77;0.47;0.71;0.31;BUT;Arrière droite;Arrière droite
0.58;0.46;0.51;0.35;BUT;Arrière centre;Arrière centre
0.52;0.5;0.81;0.41;NEUTRALISATION;Avant centre;Arrière droite
0.36;0.56;0.28;0.47;BUT;Avant centre;Arrière gauche
0.68;0.56;0.25;0.3;PASSE INCOMPLETE;Avant centre;Arrière gauche
0.75;0.7;0.5;0.49;BUT;Avant droite;Arrière centre
0.06;0.38;0.16;0.5;BUT;Arrière gauche;Avant gauche
0.47;0.42;0.33;0.5;TIR CONTRÉ;Arrière centre;Avant centre
0.44;0.43;0.38;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.74;0.35;0.85;0.28;BUT;Arrière droite;Arrière droite
0.36;0.38;0.52;0.36;NEUTRALISATION;Arrière centre;Arrière centre
0.52;0.49;0.77;0.58;ARRÊT;Arrière centre;Avant droite
0.51;0.7;0.69;0.61;BUT;Avant centre;Avant centre
0.29;0.46;0.62;0.5;2 MINUTES;Arrière gauche;Avant centre
0.45;0.53;0.22;0.46;2 MINUTES;Avant centre;Arrière gauche
0.4;0.49;0.04;0.05;2 MINUTES;Arrière centre;Arrière gauche
0.49;0.81;0.84;0.46;ARRÊT;Avant centre;Arrière droite
0.52;0.49;0.73;0.54;ARRÊT;Arrière centre;Avant centre
0.68;0.39;0.88;0.35;NEUTRALISATION;Arrière droite;Arrière droite
0.86;0.53;0.99;0.06;BUT;Avant droite;Arrière droite
0.92;0.48;0.64;0.51;NEUTRALISATION;Arrière droite;Avant centre
0.5;0.83;0.86;0.38;BUT;Avant centre;Arrière droite
0.83;0.48;0.54;0.51;NEUTRALISATION;Arrière droite;Avant centre
0.7;0.41;0.86;0.44;NEUTRALISATION;Arrière droite;Arrière droite
0.51;0.42;0.3;0.41;BUT;Arrière centre;Arrière gauche
0.23;0.34;0.35;0.31;ARRÊT;Arrière gauche;Arrière centre
0.35;0.72;0.14;0.6;BUT;Avant centre;Avant gauche
0.46;0.58;0.2;0.45;ARRÊT;Avant centre;Arrière gauche
0.86;0.45;0.42;0.54;BUT;Arrière droite;Avant centre
0.28;0.71;0.9;0.51;BUT;Avant centre;Avant droite
0.65;0.46;0.34;0.47;BUT;Arrière centre;Arrière centre
0.62;0.53;0.22;0.58;BUT;Avant centre;Avant gauche
0.61;0.47;0.86;0.42;BUT;Arrière centre;Arrière droite
0.31;0.45;0.03;0.05;BUT;Arrière gauche;Arrière gauche
0.52;0.52;0.13;0.51;BUT;Avant centre;Avant gauche
0.85;0.33;0.98;0.06;BUT;Arrière droite;Arrière droite
0.14;0.49;0.52;0.6;POTEAU;Arrière gauche;Avant centre
0.23;0.51;0.62;0.55;BUT;Avant gauche;Avant centre
0.78;0.51;0.19;0.55;BUT;Avant droite;Avant gauche
0.44;0.46;0.78;0.54;ARRÊT;Arrière centre;Avant droite
0.57;0.48;0.88;0.35;POTEAU;Arrière centre;Arrière droite
0.38;0.48;0.38;0.52;BUT;Arrière centre;Avant centre
0.66;0.55;0.24;0.6;HORS CADRE;Avant centre;Avant gauche
0.48;0.52;0.75;0.52;BUT;Avant centre;Avant droite
0.2;0.24;0.04;0.08;BUT;Arrière gauche;Arrière gauche
0.87;0.42;0.42;0.5;BUT;Arrière droite;Avant centre
0.7;0.5;0.45;0.58;ARRÊT;Avant centre;Avant centre
0.35;0.43;0.76;0.58;BUT;Arrière centre;Avant droite
0.72;0.46;0.93;0.32;BUT;Arrière droite;Arrière droite
0.45;0.37;0.81;0.41;BUT;Arrière centre;Arrière droite
0.55;0.44;0.98;0.05;BUT;Arrière centre;Arrière droite
0.15;0.4;0.13;0.42;BUT;Arrière gauche;Arrière gauche
0.1;0.37;0.03;0.04;BUT;Arrière gauche;Arrière gauche
0.36;0.47;0.62;0.5;BUT;Arrière centre;Avant centre
0.44;0.5;0.19;0.44;ARRÊT;Avant centre;Arrière gauche
0.55;0.56;0.1;0.54;BUT;Avant centre;Avant gauche
0.56;0.5;0.17;0.49;ARRÊT;Avant centre;Arrière gauche
0.51;0.6;0.51;0.39;BUT;Avant centre;Arrière centre
0.56;0.83;0.61;0.83;BUT;Avant centre;Avant centre
0.84;0.34;0.98;0.07;ARRÊT;Arrière droite;Arrière droite
0.84;0.45;0.36;0.52;BUT;Arrière droite;Avant centre
0.17;0.43;0.03;0.17;BUT;Arrière gauche;Arrière gauche
0.4;0.54;0.89;0.53;BUT;Avant centre;Avant droite
0.6;0.5;0.7;0.52;BUT;Avant centre;Avant centre
0.5;0.49;0.24;0.46;BUT;Arrière centre;Arrière gauche
0.77;0.46;0.88;0.48;ARRÊT;Arrière droite;Arrière droite
0.19;0.81;0.31;0.53;BUT;Avant gauche;Avant centre
0.6;0.5;0.86;0.41;HORS CADRE;Avant centre;Arrière droite
0.14;0.37;0.26;0.54;BUT;Arrière gauche;Avant centre
0.18;0.4;0.04;0.15;ARRÊT;Arrière gauche;Arrière gauche
0.28;0.46;0.15;0.48;ARRÊT;Arrière gauche;Arrière gauche
0.54;0.51;0.16;0.52;BUT;Avant centre;Avant gauche
0.19;0.42;0.45;0.51;ARRÊT;Arrière gauche;Avant centre
0.25;0.52;0.06;0.26;ARRÊT;Avant centre;Arrière gauche
0.51;0.7;0.58;0.44;BUT;Avant centre;Arrière centre
0.06;0.37;0.5;0.56;BUT;Arrière gauche;Avant centre
0.59;0.49;0.64;0.59;TIR CONTRÉ;Arrière centre;Avant centre
0.27;0.44;0.03;0.04;BUT;Arrière gauche;Arrière gauche
